col1,col2,col3
$chacha20_poly1305_aead$soCE5qfsc6jIdMSm$c29DRTVxZnNjNmpJZE1TbQ==$Xh31srsucy5MjUe+YIS7U8HnxisdIt/EUCA8$+KGCeHN6ONbjh0TxkFBeYw==$,Not Voted,$chacha20_poly1305_aead$LP2XkiW+W/kFi3wQ$TFAyWGtpVytXL2tGaTN3UQ==$cHyilpoBTQ==$ME7jgpPK9y0O6Rn2Den31Q==$
$chacha20_poly1305_aead$iKjFYwAQhNOrJX2H$aUtqRll3QVFoTk9ySlgySA==$eSh/qcpuBaSsDMaF0j6T6Df7tC/hl27k4tB2$sZ+0bj5UUe1Zaa8TqdVPRg==$,Not Voted,$chacha20_poly1305_aead$DsW4UmDz1tQ+iCqh$RHNXNFVtRHoxdFEraUNxaA==$D4TC9gHKuA==$p/mRkzDbNsl17nrAVy4m/Q==$
$chacha20_poly1305_aead$nbvzrn948If5bXgA$bmJ2enJuOTQ4SWY1YlhnQQ==$8jUusGEZp4vbQg+Ryl0auhLhREddqwGck/9h$FNzw3o7l/D41tcre/tuMlg==$,Not Voted,$chacha20_poly1305_aead$v8k1wH8fBg36pgOC$djhrMXdIOGZCZzM2cGdPQw==$v3KrNwRXUA==$lBQjeG3uPfn5XW/ZfLrL9g==$
$chacha20_poly1305_aead$Syx4iuZtWyf5x3w5$U3l4NGl1WnRXeWY1eDN3NQ==$KIx7EiGgbuVi9V6JiWRpmhNjjI13ASTBOhtF$FwKWdXDiN5LCc9cab2txGQ==$,Not Voted,$chacha20_poly1305_aead$HxO1oWYwm8uDkha4$SHhPMW9XWXdtOHVEa2hhNA==$d4m1oKpfdA==$DLCcvV2aoGxc8Ink0I0b2g==$
$chacha20_poly1305_aead$w40WBCD6e5AG/H26$dzQwV0JDRDZlNUFHL0gyNg==$ERqmWTdZ8S/Yw1dx0PqQ9J3uc2Z0EW59Awl+$Gyd9Jb3rx/pVG9tY7VEMIQ==$,Voted,$chacha20_poly1305_aead$CaQfz9IfnftOjO0+$Q2FRZno5SWZuZnRPak8wKw==$HmUcwgKz/Q==$m9DJ+OWDsYQxqL2IJoqoKg==$
$chacha20_poly1305_aead$pqgc3Ml44Ovl6Gqu$cHFnYzNNbDQ0T3ZsNkdxdQ==$NTZBbdz0tw1Rl4+3/tI44unuX15BbaCCGfv1$tQTyRcVVLU3vSyMY/nJ6+Q==$,Not Voted,$chacha20_poly1305_aead$5UYRLCyQ+Pr8UAE8$NVVZUkxDeVErUHI4VUFFOA==$Dw9DiHt0/A==$aV0d2gle7MYbSpGlctA9Vw==$
43: 11008-02026-78429-20828,Not Voted,For
$chacha20_poly1305_aead$u4O7esy5GPjR5xs9$dTRPN2VzeTVHUGpSNXhzOQ==$95aoOOWtvxMz1e74OSf6kdiqyQ0DUbxvQUXT$o/WF/6DZTkx9r18T1uvrFg==$,Not Voted,$chacha20_poly1305_aead$9holp/spyyDw8K/u$OWhvbHAvc3B5eUR3OEsvdQ==$d4onzu+8Xg==$/jzM+Ge0GF9ZscsunsaRsw==$
88: 60806-05799-47171-27137,Not Voted,Against
$chacha20_poly1305_aead$r6mAc5bavswqO/Io$cjZtQWM1YmF2c3dxTy9Jbw==$xEoV1/18tXfn7Ne0ykiSz8j5K8M9sl2t/AHz$oKi9fR1zcm2eiR4qgrCkCg==$,Not Voted,$chacha20_poly1305_aead$wysFNmm/6au3qI2s$d3lzRk5tbS82YXUzcUkycw==$IEhGTmpseA==$vkmi7v87sqeHjgKhWJkFSQ==$
$chacha20_poly1305_aead$R46ty8pRNM7TMY+j$UjQ2dHk4cFJOTTdUTVkrag==$+UV5g+auviJZit7bLcLXspmCdTZHJiv27DH/$QgvIAGBUqO4qeuyQqDy+4g==$,Not Voted,$chacha20_poly1305_aead$kAYK2lSWceC3nBEO$a0FZSzJsU1djZUMzbkJFTw==$qDQl4Dm5dQ==$dMkJMxxo4zVr/RW5LHJrKQ==$
$chacha20_poly1305_aead$qBW61si0SzgEEeW8$cUJXNjFzaTBTemdFRWVXOA==$yT9vFZb2Kn13t0kmvKyucEpSKvWLkjSuZIuf$eRdpxTtDt5K/zQXotzjeow==$,Not Voted,$chacha20_poly1305_aead$9FXtczwB6FIK82h7$OUZYdGN6d0I2RklLODJoNw==$wmb4HD5paA==$oNcF/jf/w9sU3g+S4jOK1Q==$
$chacha20_poly1305_aead$8Ve3kFDNsfuprHUt$OFZlM2tGRE5zZnVwckhVdA==$D37VvKUGFj+pCJGRCCt+6Q6Nv0/khY45BWZH$KAdVT6WSO66xOdJl6yCIcw==$,Not Voted,$chacha20_poly1305_aead$hcr+JQ1Mlax339F0$aGNyK0pRMU1sYXgzMzlGMA==$OEf+L9WCaw==$cuLBCE2PVDF0rykzMQuFWg==$
