col1,col2,col3
44: 92612-46019-15383-94359,Not Voted,$chacha20_poly1305_aead$LP2XkiW+W/kFi3wQ$TFAyWGtpVytXL2tGaTN3UQ==$cHyilpoBTQ==$ME7jgpPK9y0O6Rn2Den31Q==$
51: 21944-52742-72713-58520,Not Voted,$chacha20_poly1305_aead$DsW4UmDz1tQ+iCqh$RHNXNFVtRHoxdFEraUNxaA==$D4TC9gHKuA==$p/mRkzDbNsl17nrAVy4m/Q==$
17: 28118-85449-34869-45155,Not Voted,$chacha20_poly1305_aead$v8k1wH8fBg36pgOC$djhrMXdIOGZCZzM2cGdPQw==$v3KrNwRXUA==$lBQjeG3uPfn5XW/ZfLrL9g==$
27: 06554-00640-59952-25850,Not Voted,$chacha20_poly1305_aead$HxO1oWYwm8uDkha4$SHhPMW9XWXdtOHVEa2hhNA==$d4m1oKpfdA==$DLCcvV2aoGxc8Ink0I0b2g==$
09: 31033-20215-56946-86772,Voted,$chacha20_poly1305_aead$CaQfz9IfnftOjO0+$Q2FRZno5SWZuZnRPak8wKw==$HmUcwgKz/Q==$m9DJ+OWDsYQxqL2IJoqoKg==$
85: 98201-47577-56243-88446,Not Voted,$chacha20_poly1305_aead$5UYRLCyQ+Pr8UAE8$NVVZUkxDeVErUHI4VUFFOA==$Dw9DiHt0/A==$aV0d2gle7MYbSpGlctA9Vw==$
43: 11008-02026-78429-20828,Not Voted,For
68: 80660-23771-43968-40448,Not Voted,$chacha20_poly1305_aead$9holp/spyyDw8K/u$OWhvbHAvc3B5eUR3OEsvdQ==$d4onzu+8Xg==$/jzM+Ge0GF9ZscsunsaRsw==$
88: 60806-05799-47171-27137,Not Voted,Against
97: 16652-15059-79022-62525,Not Voted,$chacha20_poly1305_aead$wysFNmm/6au3qI2s$d3lzRk5tbS82YXUzcUkycw==$IEhGTmpseA==$vkmi7v87sqeHjgKhWJkFSQ==$
16: 34382-94926-89788-94539,Not Voted,$chacha20_poly1305_aead$kAYK2lSWceC3nBEO$a0FZSzJsU1djZUMzbkJFTw==$qDQl4Dm5dQ==$dMkJMxxo4zVr/RW5LHJrKQ==$
72: 79716-79815-63524-58773,Not Voted,$chacha20_poly1305_aead$9FXtczwB6FIK82h7$OUZYdGN6d0I2RklLODJoNw==$wmb4HD5paA==$oNcF/jf/w9sU3g+S4jOK1Q==$
95: 32348-36597-20008-92900,Not Voted,$chacha20_poly1305_aead$hcr+JQ1Mlax339F0$aGNyK0pRMU1sYXgzMzlGMA==$OEf+L9WCaw==$cuLBCE2PVDF0rykzMQuFWg==$
49: 12719-50320-30197-67575,Not Voted,$chacha20_poly1305_aead$7/lVpa768P77LYmI$Ny9sVnBhNzY4UDc3TFltSQ==$sZTmad7/Pw==$X2T/FRMPrQtuI2u39mhTEA==$
40: 75639-05672-16959-73316,Not Voted,$chacha20_poly1305_aead$UDS9V2/6pGrif+/H$VURTOVYyLzZwR3JpZisvSA==$Z94ySYcKaQ==$kXl6azWn43JcXxnLibRqjw==$
33: 96870-04998-62363-00631,Not Voted,$chacha20_poly1305_aead$T+gJA3i9DFh4Mt0k$VCtnSkEzaTlERmg0TXQwaw==$Rrr4qCNoDg==$p7XpDIxcB2e4ozEA5MsE6Q==$
01: 45696-02585-19929-17237,Voted,$chacha20_poly1305_aead$o5aAJgudlcedgZvh$bzVhQUpndWRsY2VkZ1p2aA==$U1Iywfz7UA==$ZH7bI4S7eGA9Akf4FuUGlw==$
39: 01856-44066-21935-14618,Not Voted,$chacha20_poly1305_aead$mU/7wg1XehJSv1OP$bVUvN3dnMVhlaEpTdjFPUA==$N+xaR3NQ+g==$kmpYC5tw+kIJJq4dV+Jbow==$
