col1,col2,col3
$chacha20_poly1305_aead$nyeQM9xAS6YhcLqv$bnllUU05eEFTNlloY0xxdg==$WfEbk6+Yz/g1MzGp3n49jdE1iHNoE9jakBR6$Qdt+UzMPRGUVmAqBq548bQ==$,Not Voted,$chacha20_poly1305_aead$GRjATFY27cDBHBIR$R1JqQVRGWTI3Y0RCSEJJUg==$R6KftFs9Vw==$Xh4hHkpRTZiphL4s+EfoqQ==$
69: 23258-76403-00271-71372,Not Voted,For
$chacha20_poly1305_aead$9QaI4vZmCuhWRjFP$OVFhSTR2Wm1DdWhXUmpGUA==$jUffH7f+QYDFu76QfQVkLC0ezmTB/otFHd9E$bcRII1MxnD2hmJWoTS5NGQ==$,Not Voted,$chacha20_poly1305_aead$Fz90wJb/TA9osVpN$Rno5MHdKYi9UQTlvc1ZwTg==$HjC8O/LBuQ==$S7uWESp5nfhQeslWuTs07w==$
88: 60806-05799-47171-27137,Not Voted,Against
$chacha20_poly1305_aead$j+hN0mLS5JByAxKB$aitoTjBtTFM1SkJ5QXhLQg==$tdspZs7AXWjYxtCr/+MGnCAbhUhzshgxXPUi$v8YgBFxs49p53RAyLhQE0w==$,Not Voted,$chacha20_poly1305_aead$oRVY0a+Fbm3I81qm$b1JWWTBhK0ZibTNJODFxbQ==$7w3KK0VhPA==$9bhN85XmFZrmcs1Ocz2QpA==$
$chacha20_poly1305_aead$sCfN3KZR+OICA95y$c0NmTjNLWlIrT0lDQTk1eQ==$YW1L8KkjTkgaqxsXiib2F003hQjYYZuvPgrt$V0b4xu2o/+SXqCpD1/xHdg==$,Not Voted,$chacha20_poly1305_aead$0ZXJbWN7eq7uJgLC$MFpYSmJXTjdlcTd1SmdMQw==$iHZbE+Driw==$0glED2fIur6aWgqMRYZTKQ==$
$chacha20_poly1305_aead$X2bXdveLJT/sX/u0$WDJiWGR2ZUxKVC9zWC91MA==$97fu1gwCyS2G06o/nRZ0GVLSMmoiJgdMaWS9$49zEBbfsvGFMH3Yrrtskdg==$,Not Voted,$chacha20_poly1305_aead$l0XlWToXlsX3z+cG$bDBYbFdUb1hsc1gzeitjRw==$ltTYkqexhA==$kXxArdziKBbVkLG2lE+rJg==$
$chacha20_poly1305_aead$lGNd3AMn7/Kmc2RV$bEdOZDNBTW43L0ttYzJSVg==$9wZjU7y00Cf3wp5XMiQTa0xugMHWZDrFC6na$jG32w7CLvYW+EXJXvlJ0Vw==$,Not Voted,$chacha20_poly1305_aead$Rrh6pSXfoungiey4$UnJoNnBTWGZvdW5naWV5NA==$f6CIgaUpTQ==$QbtFR+vw8Ii+3fqGTciB7Q==$
$chacha20_poly1305_aead$5wUDhrS4ZM9FcVPU$NXdVRGhyUzRaTTlGY1ZQVQ==$ZssmqB60v/iaNwyZ9Cy29bXv3guuM8cB/IF2$AM0+jSPQnYpL8fBGy42nLA==$,Not Voted,$chacha20_poly1305_aead$uq08uh8cU3HMsaCT$dXEwOHVoOGNVM0hNc2FDVA==$NAqQMDnnyA==$u9bkVjA9P2Asy+7K5xg/2w==$
77: 25157-91109-11378-60149,Not Voted,For
$chacha20_poly1305_aead$1z/LJlPYdC2jsFWi$MXovTEpsUFlkQzJqc0ZXaQ==$6oJ/+Ho1kGQD0rLHkEu+WVVOTR1vpOgQBiwE$ljuJc6YyeQ7AKQtEKGpGwg==$,Not Voted,$chacha20_poly1305_aead$jU+XfhNhgWaPaMKO$alUrWGZoTmhnV2FQYU1LTw==$3nyWRNnm6Q==$7/FvGTv09xjDIhS2DaPZKg==$
$chacha20_poly1305_aead$pg539b2qGbzKuVj+$cGc1MzliMnFHYnpLdVZqKw==$C7kVZYiekGZVaNjbw8BR2ppXv7+DkhmS15en$sKuogfARavs0RQwzzpqKug==$,Not Voted,$chacha20_poly1305_aead$9GmWx1+du0+CAX6N$OUdtV3gxK2R1MCtDQVg2Tg==$26eO0qz1JA==$dLDllmAdm5kjdPCC5Q0fvQ==$
$chacha20_poly1305_aead$FNGulMUeTGtslE1D$Rk5HdWxNVWVUR3RzbEUxRA==$YlLHRxw7DybXmMz846GTgloxvTWe6MdXi4Qm$GBj4+TORUbVxfEWZtMDk0g==$,Not Voted,$chacha20_poly1305_aead$dqq2m5kH81nCmWGu$ZHFxMm01a0g4MW5DbVdHdQ==$GhlxLPr2hQ==$mFOs5GJfcg0yUJyy9xReqw==$
96: 96870-23410-40961-11143,Not Voted,Against
$chacha20_poly1305_aead$k1DOvLwAXohJkGZI$azFET3ZMd0FYb2hKa0daSQ==$M8mHRMueAbHW/sJzBdo2leVFfQGNb01Koyph$mQ1AecE4jbp/W9AP/tutqQ==$,Not Voted,$chacha20_poly1305_aead$iaNIN2X3FWJpY6Hc$aWFOSU4yWDNGV0pwWTZIYw==$ke5J1xJxDA==$4t37wZiWC2Vgs4K61dQStg==$
$chacha20_poly1305_aead$jPRA/0vVPP1QPh/S$alBSQS8wdlZQUDFRUGgvUw==$5XmodBXuEnkANCeZWznDStCIydqcU548fh6Z$NeshrdWHl8riZ4E7edNmZA==$,Not Voted,$chacha20_poly1305_aead$L5yUl1MzLxjnb3T0$TDV5VWwxTXpMeGpuYjNUMA==$q7f31jlx5w==$7Ysif6jbfT83/cvY2SsI6w==$
$chacha20_poly1305_aead$3dTbrbud8tHUebnw$M2RUYnJidWQ4dEhVZWJudw==$WYYtG/4XZb1h+/OFjVUmF45mlFfy7etW9o8r$s+VexZ3B7+F3hff2Gc8jZg==$,Voted,$chacha20_poly1305_aead$aFqVd1hU3rwyqZl6$YUZxVmQxaFUzcnd5cVpsNg==$dGU/vEwcVw==$PSncgMZmBGyaxulWgVioOA==$
69: 10360-06059-31510-93152,Not Voted,Against
$chacha20_poly1305_aead$DSTYHyodPOfYjFx4$RFNUWUh5b2RQT2ZZakZ4NA==$CM5taGVFejJalWKY2EtVYNjwK2F+m5rbAa16$suYshjZ+bjDgUxw9ePbYZg==$,Not Voted,$chacha20_poly1305_aead$oM/xT84TKyJAtORD$b00veFQ4NFRLeUpBdE9SRA==$Tg/c8+29LA==$EmqOl4UcWwbRlA7FGcSE8Q==$
$chacha20_poly1305_aead$DsbIni13O5raQNlT$RHNiSW5pMTNPNXJhUU5sVA==$mT4LnWU4VnaC7xYNtkPw0ZDBOW8FxAXeEfaA$f80vDmfEq7JCAqarin+uYQ==$,Not Voted,$chacha20_poly1305_aead$HrDZczk2Kz8nGjbL$SHJEWmN6azJLejhuR2piTA==$qgroSM8yQw==$vFBD1oExNc4a2gXavhAs8Q==$
$chacha20_poly1305_aead$69iZ1gzCyoMrN88B$NjlpWjFnekN5b01yTjg4Qg==$ea0GmachFuwxeiyJwtuW0J74Ztf7GCBWXGMP$I6EwxK/shYX8/qTLRxqmfA==$,Not Voted,$chacha20_poly1305_aead$8vxTdFExt2lpUPAh$OHZ4VGRGRXh0MmxwVVBBaA==$66okj54jfQ==$M/FTGT3aYlruGyxjpYwBWA==$
$chacha20_poly1305_aead$Aze2PtZWthQhEpfX$QXplMlB0Wld0aFFoRXBmWA==$Vpd0tsjlTFtyS1FndSJYLhMM2asKjDsEt85A$fb21Q63BrmbRo+jfG3+tJQ==$,Not Voted,$chacha20_poly1305_aead$b8W3/I2EAX1sPQrD$YjhXMy9JMkVBWDFzUFFyRA==$1zzGGOY9PA==$jAkg2djpurLAWY2HDwT19g==$
$chacha20_poly1305_aead$PETFEuWXYcj2uPDf$UEVURkV1V1hZY2oydVBEZg==$pIcbEaPolqJC4Y02YQfsHB3L5U1qPv+5f2BS$OelO0jgaWm3JWMutll9VGA==$,Not Voted,$chacha20_poly1305_aead$n1YEJxeup4ejFa7I$bjFZRUp4ZXVwNGVqRmE3SQ==$vj9u90KRKQ==$OysueKDyzsjUkWhIh5gWug==$
$chacha20_poly1305_aead$/EVy4JeLtdrL8bQF$L0VWeTRKZUx0ZHJMOGJRRg==$YJfOrYE9WgtvzouoiXDOr1y7C3a7TGtdr05p$TyOTfHCs2DasD+zlPbhflw==$,Not Voted,$chacha20_poly1305_aead$Vh/aVnGavAhxbDR+$VmgvYVZuR2F2QWh4YkRSKw==$jIWy1YR1+w==$grDBZ9MWjuCf8u6V4gnVAw==$
