col1,col2,col3
$chacha20_poly1305_aead$rgjH5UeF+FqxIpt/$cmdqSDVVZUYrRnF4SXB0Lw==$BhXodZA6drVKxEor2DYQJjvOHsV9fbyAZLu1$+UZNXekhsI+RlsSxjh6yrg==$,Not Voted,Decoy
$chacha20_poly1305_aead$hixiiDzROHIpQAa/$aGl4aWlEelJPSElwUUFhLw==$+d4o1Fwk01eNXYHv3F/oMfw09hidYbUKWY8A$WRwYC8MiplB+OsphlJjzfQ==$,Not Voted,Against
$chacha20_poly1305_aead$1dGvwLWQOy8xHDtC$MWRHdndMV1FPeTh4SER0Qw==$9SE4ab4q9ItQF72XkJfdBhrMeQjEZ/Qz0HCB$ybcSqacf0cxRi+T6oe00xw==$,Not Voted,Decoy
$chacha20_poly1305_aead$RBLpJZv+sIExcVJn$UkJMcEpaditzSUV4Y1ZKbg==$57bkqcVJxqNYTQam6dcA8T78u3jybT70tCmj$qOzmgn/CrHgk0SLUcYvO5g==$,Not Voted,For
$chacha20_poly1305_aead$L3fL6gmV3d7f1dpM$TDNmTDZnbVYzZDdmMWRwTQ==$7HCN6HBuFUKP2Qe80aFWdB5EX9/hVI9rhaRp$kIS1nJ56GxbJ0MwOCVXtAg==$,Not Voted,Against
$chacha20_poly1305_aead$WqBnIGQ4jcCBvL1d$V3FCbklHUTRqY0NCdkwxZA==$opdiK2v34UR519IIRiH0taSMHqqR5ahf4E4I$F6mmTRPJZUXpXHqMK9m0EQ==$,Not Voted,Decoy
$chacha20_poly1305_aead$VU92j8BKKff56hVf$VlU5Mmo4QktLZmY1NmhWZg==$NJS6n1+Qjt+qq91pQeNt8rvFEHgxkb2uYuic$FtdZrkrhwXsMhGN5CFjchQ==$,Not Voted,Against
$chacha20_poly1305_aead$DMUrdqeQ1/eqvYy+$RE1VcmRxZVExL2Vxdll5Kw==$Xu8oOs336/oASeUAF0ciEbUy1qWKQV01SEYY$BEM89zUKym/4E1txR4NLPA==$,Not Voted,Against
35: 93828-00451-71633-82794,Not Voted,For
93: 61814-42211-68916-70896,Not Voted,Against
$chacha20_poly1305_aead$EX5UEUha3miLsb5y$RVg1VUVVaGEzbWlMc2I1eQ==$WF92NBuLLerJi5GDgh+dyACGD0T/4a/Zzaz/$GEnwdF728QMBXs9PHS4big==$,Not Voted,Against
96: 96870-23410-40961-11143,Not Voted,Against
$chacha20_poly1305_aead$l9HiNpYw2llYNZM6$bDlIaU5wWXcybGxZTlpNNg==$u+HSXAkOSTdeDyih1JcDXuHifVI8NxttVyVF$MfRTCXXgZUsivmAoUmT3oQ==$,Not Voted,Decoy
$chacha20_poly1305_aead$thiNGTStzdwaQSUl$dGhpTkdUU3R6ZHdhUVNVbA==$sdh0K64VW7GbNgqKYCGSXWLkTrOcFZuI/dgC$VLoPQQbfxnJjJYfh4ZoZ5Q==$,Not Voted,Against
$chacha20_poly1305_aead$AAd12KuCwJAw5aK/$QUFkMTJLdUN3SkF3NWFLLw==$sU2Ic0o7JE5ZqQfLT9aWtdrMCJatJnf7XTim$lDhv1MRfwvgo8UBeVO/7Dw==$,Not Voted,For
$chacha20_poly1305_aead$1C6cmMP/xOOL/4YD$MUM2Y21NUC94T09MLzRZRA==$pqeSnFZ0Owl2eCakyWJQ30i3XoEMzYFlzakx$whHNigdaWyr7n24EpLAb6w==$,Voted,Against
$chacha20_poly1305_aead$SX6OlZj0+XFheqPQ$U1g2T2xaajArWEZoZXFQUQ==$cD1FBZnOX773gPFandtZTmMUQDWjpKEAFEW8$H3cQZONJ3Chj53CGJ/TFtA==$,Not Voted,For
$chacha20_poly1305_aead$dDOquMKh0nz2TY7E$ZERPcXVNS2gwbnoyVFk3RQ==$7ZNv0EqCCqOILWwYa4gEyjhxfLdoIR7unuBd$tAAprVDLWW721Wdzs0EDwA==$,Not Voted,For
$chacha20_poly1305_aead$U/IJL50FgcWKeYDN$VS9JSkw1MEZnY1dLZVlETg==$a1SpGIjyBGe8tjjlqqW0hR/HKE2he8DWfdvC$W3sc9DZjqFt/isXVB5Ve/g==$,Not Voted,For
$chacha20_poly1305_aead$5L0NawdASLP9poii$NUwwTmF3ZEFTTFA5cG9paQ==$sAhBsOyUKkddgHi9Ko3jKES2uOteJ8DEDLE1$68HDQ0myIm5ndpo/rErHcA==$,Not Voted,Against
$chacha20_poly1305_aead$dTa6qNHforzTQvok$ZFRhNnFOSGZvcnpUUXZvaw==$VX1uA9R+kT2yHHrIxmDE9LFF+F/pEykVhXS5$1ww6cqmZ7tAIBk2OzOqBqg==$,Not Voted,Against
$chacha20_poly1305_aead$0c6rU51kSCZuXJLB$MGM2clU1MWtTQ1p1WEpMQg==$ivIV+tpBOTSI/b0ItkvMNSUf3UymKt939Yrb$QofurMF2onAFWxkwvAeH1Q==$,Not Voted,For
$chacha20_poly1305_aead$4U/hyAAJ+jUr16/d$NFUvaHlBQUoralVyMTYvZA==$15kVV0Tu5wxA0i/CK3+Gsgvo2bOY6MwJPj+F$VJbfUg/3ocpVDjpl7aDeDA==$,Not Voted,Decoy
$chacha20_poly1305_aead$0zEOHpQ62BWG9UcH$MHpFT0hwUTYyQldHOVVjSA==$8h2xwZXqgh0/2G8c5jo3arUV3T8MOSewwMmM$WmNccPANeYhhwjHoPdMykw==$,Not Voted,For
35: 33347-27560-47243-83289,Not Voted,Against
$chacha20_poly1305_aead$IPd3DXBojJ689sJ9$SVBkM0RYQm9qSjY4OXNKOQ==$eJv4fbS+Ll/hhWIAUBycMurHCIsqaX0XA/Yi$VlNSHwPfbnZTf+oRc40G0g==$,Voted,Against
$chacha20_poly1305_aead$PMnA5lE2Vqs7ZHhC$UE1uQTVsRTJWcXM3WkhoQw==$nrwha1D67SXJ/6+c5uIjdFqJyYo5FMMRkoX/$+9XdlNyeb+vhAe9lKzzbeQ==$,Not Voted,Against
$chacha20_poly1305_aead$gC09CmXikdiMyC/Y$Z0MwOUNtWGlrZGlNeUMvWQ==$e0IvId0m3MqN3iOqCytFTUiVGrInOh4nnv1N$Q6rf5EA6bOKyQjisuDwSBg==$,Not Voted,Against
$chacha20_poly1305_aead$XAfkciAQOmymfiJ4$WEFma2NpQVFPbXltZmlKNA==$WM2GOjdeIRExpfwWimQFLeG7F0tkEvC8Z+bR$41oSZFyNGiy/uOJTJ8ESLg==$,Not Voted,Against
$chacha20_poly1305_aead$uz4yUQPxsLL+4t8O$dXo0eVVRUHhzTEwrNHQ4Tw==$MjBBsqmsvG9k2HniVny1YIeUsH6IvW35s6cQ$XwhqEZg8fXToRynxFM/VvA==$,Not Voted,For
69: 10360-06059-31510-93152,Not Voted,Against
$chacha20_poly1305_aead$xyVrzTkNZBX+Dq4P$eHlWcnpUa05aQlgrRHE0UA==$npd2yBFIBH1WK8L1rWl6QgiMPp8OsKyjRCmo$pwEIBzhP7dahY7fOE2KZTw==$,Not Voted,Against
77: 25157-91109-11378-60149,Not Voted,For
$chacha20_poly1305_aead$HP0TFtGXQWd1uFTK$SFAwVEZ0R1hRV2QxdUZUSw==$cqeBpFK03EFlF4VGGHOFkWhK6BxFhARXZc89$byPjk5R5ZKq+EluwyuzEgg==$,Not Voted,For
$chacha20_poly1305_aead$p+1uSaBomfYqZKLe$cCsxdVNhQm9tZllxWktMZQ==$qcv43vmFRAU5M/JgI2/D7wAJAr/FXSFWTJdP$KT5LCysrdjlh+JZcSBmeNA==$,Not Voted,For
$chacha20_poly1305_aead$aTe6GYP7sFAELrgY$YVRlNkdZUDdzRkFFTHJnWQ==$ZBSmduArvPYlK0jtWTmx/sRGkkQGT6imOhUJ$JU1oVfRU7z6GGWNxGFmdSw==$,Not Voted,For
$chacha20_poly1305_aead$v2MAwoQxyDzn5lIy$djJNQXdvUXh5RHpuNWxJeQ==$nEa6jBquDemWgbWEAzyh201k+IX/oJA9TMMH$XxcTY9OvVfzD+BxwiCBwnA==$,Not Voted,Against
$chacha20_poly1305_aead$RtPtFDCJfTbd7rJA$UnRQdEZEQ0pmVGJkN3JKQQ==$11VuvNrs6NHd2PG0b8XnJ4sPXUeBf9gOmNFh$6OB1+FlapLnlCbK1LY32iQ==$,Not Voted,Against
20: 11279-50726-15158-69069,Not Voted,Against
58: 12386-95150-62264-38063,Not Voted,Against
$chacha20_poly1305_aead$+bIKo38rIhWFFAqN$K2JJS28zOHJJaFdGRkFxTg==$fx3BcBLGDcSwJKFA2aqhUuIF6gjuL/wsul6R$RZRchO2qTQBt4JYxuKSQdQ==$,Voted,Against
$chacha20_poly1305_aead$TzjU+MP8bIhlQ3Jf$VHpqVStNUDhiSWhsUTNKZg==$iYwZ05GHq1w9LlJtuZ231NXHn0xgiVom9494$JNzyBgmi7rDbQzFWn2MobA==$,Voted,Decoy
13: 77826-27678-79383-03818,Not Voted,Against
$chacha20_poly1305_aead$ndFcs0xHY2a7lnxB$bmRGY3MweEhZMmE3bG54Qg==$Rpwo8d54pn8ARH7RuXQCTCU6I+U3k86p2pwr$cvug8E6ikFwVcF0LmdAH+w==$,Not Voted,For
$chacha20_poly1305_aead$kY412sesh9almYGX$a1k0MTJzZXNoOWFsbVlHWA==$BrD2t9rdQc0jOndrGQePJYrv1XeGuJZXLmx9$uvL02yJlxS45ZiZMEgqifw==$,Not Voted,For
$chacha20_poly1305_aead$0vBonM4cu+x85gE2$MHZCb25NNGN1K3g4NWdFMg==$RReBIuR0F/vFm6U5WEba0ElOmcoi90rNQ1Bx$9GbWe2r5C1G+2ALM+avMCg==$,Not Voted,Against
$chacha20_poly1305_aead$vHNfp7GmzXoUe5uP$dkhOZnA3R216WG9VZTV1UA==$3IK/Gb08Ed8nen3fED7bwH8mJBHx6xhlfHwA$1X/G4gzVPJgmWW9V2E+dpA==$,Not Voted,Against
$chacha20_poly1305_aead$EX0uQyCiUdd2IgxZ$RVgwdVF5Q2lVZGQySWd4Wg==$be49iwad8M3xQNJtKbLDiKzHdjclhb3XMBHE$eUkbhHDQG4sAOhQTIZiG7w==$,Not Voted,Against
$chacha20_poly1305_aead$mEt4mLv5AWWS/JiB$bUV0NG1MdjVBV1dTL0ppQg==$Gd8rjh0vy7NHmBD+lTDJ1ks6wrKURzgMqORS$Ir3tSWbXsMBkPBfHfxupTg==$,Not Voted,For
$chacha20_poly1305_aead$YPwOYxZnwJtBONkt$WVB3T1l4Wm53SnRCT05rdA==$n+plw0P6BZ1RL3m9h+NNMhUHlSJN2F1+3z3O$RMmd5xCliDcxCP4/TGWnmg==$,Not Voted,Decoy
81: 32483-66909-29351-27290,Not Voted,For
$chacha20_poly1305_aead$MDrw5euN98i2Gk1P$TURydzVldU45OGkyR2sxUA==$ozje8xaF5qPTZLSzDecMQ6Kfhz5b05IrGHzR$Z9uPl/knwO0qeZVNCixhJg==$,Not Voted,For
81: 53705-85098-42004-30287,Not Voted,Against
$chacha20_poly1305_aead$IfmoLbHSAiPLcZTl$SWZtb0xiSFNBaVBMY1pUbA==$4MwyRMhi6/3ZdxHCPy7FVH8uUK7vZio8LHRq$N6i0DiX+a3GyxILXULwqyA==$,Not Voted,Decoy
$chacha20_poly1305_aead$lY52wW0qYKrHjERy$bFk1MndXMHFZS3JIakVSeQ==$nk+trLWKTkGJeUq+ALUnSWzj2vvkEg/IyPnf$GP7L2GmrBU9QbHmZHmaPmA==$,Not Voted,For
$chacha20_poly1305_aead$8tgEdC5e0Y9JZVGJ$OHRnRWRDNWUwWTlKWlZHSg==$Zfm5qA7IXGgGHmyqMGEuuXwIJ2g8e2j+Soi/$eRYu2FfrTsDI4B8BuAwKRg==$,Not Voted,Against
$chacha20_poly1305_aead$0SyqzhAKqlrPL5E7$MFN5cXpoQUtxbHJQTDVFNw==$f2pIT9EQFr0ijdESc/uoFT45EaKvxAfnJ4lV$9QYJnjh9ImY76Z2stYp8qw==$,Not Voted,For
$chacha20_poly1305_aead$Xu6Vh5TKDb/9Sdtz$WHU2Vmg1VEtEYi85U2R0eg==$OeZXQ2wXxYEiqx8XA7UBnoA4ABuuHk/2Q1GW$t8IG+FnYS282SrUNUnq/xw==$,Not Voted,For
$chacha20_poly1305_aead$Ns2vHBjnj/6XI+zQ$TnMydkhCam5qLzZYSSt6UQ==$hWPXkgltGp0/diCE7HjVzub5KDiexHBzWRbG$z4AI2prEIi9sw8br6lABeQ==$,Not Voted,Decoy
$chacha20_poly1305_aead$/Fz6AAtYa+p3QKiW$L0Z6NkFBdFlhK3AzUUtpVw==$doK71iK5fpul8dStQHKIPd4jZO73eXDSl+CY$MqNsGl6882JxEgzxpYaNRA==$,Not Voted,For
$chacha20_poly1305_aead$cNlHpBsQbHV/If6O$Y05sSHBCc1FiSFYvSWY2Tw==$fHWmtXu5zKMHUiQAiFCn7+2j2ntjnlevutdg$c8hqOTQhJkq4uAVZCEhu1g==$,Not Voted,Against
$chacha20_poly1305_aead$LHbm6XKmsXGFjGDk$TEhibTZYS21zWEdGakdEaw==$YVVOmxy4HdDHt1lkdVx/BqKdrLw9lQ38vcZ1$0o4B2Or4Dy9N9sxlDaIYOg==$,Not Voted,Against
$chacha20_poly1305_aead$g7r1LF38h5PL2BvC$ZzdyMUxGMzhoNVBMMkJ2Qw==$0lr1RZ9TiORNk6mEa+Kl+YO+6UcwWHIO/aaV$iRUh5KVZAJ/LPJe83zMwow==$,Not Voted,Against
$chacha20_poly1305_aead$Rwfboa/aOSTFLv5N$UndmYm9hL2FPU1RGTHY1Tg==$G13CXUI6OIygYdEgzotnpT+UXvykDlwTVbmg$WWPozgIndBreMno6Ll6lVw==$,Not Voted,For
$chacha20_poly1305_aead$WOgJHI8zHAXuyJFb$V09nSkhJOHpIQVh1eUpGYg==$oEav0sRx8mU2te/RNctaSWYIxajIPz1lJOFt$6Oziq5RJxX4p7Meqye2Rnw==$,Voted,Against
$chacha20_poly1305_aead$MzHYxCjN4wsr0IWI$TXpIWXhDak40d3NyMElXSQ==$kf9TSAyeOAzvGQDEzhyFcMt+cRNuRNgje8Uv$MSBoDJDoy87w2UHQiay+7g==$,Not Voted,Against
$chacha20_poly1305_aead$Pgt8zI5Xdlf8Emih$UGd0OHpJNVhkbGY4RW1paA==$gDGWegF/aFebcZ4gd4oRGuGxCQJmVNho6+/e$B41zVtY1oDZvSbZPSzwS2w==$,Not Voted,For
$chacha20_poly1305_aead$noo/jLcXfV7kaIFh$bm9vL2pMY1hmVjdrYUlGaA==$SL7VVqu8ZSyIvB86GoILQgEyQp8vEuMdrPe+$tyN9vB3P5te7Xd7YO5h6fw==$,Not Voted,Against
$chacha20_poly1305_aead$85OfvsgYjnUvFtpI$ODVPZnZzZ1lqblV2RnRwSQ==$bHAre8mcs+iUbwq/EG17V/KL0c7Xxh4DY7R4$lhvADWe0YzgZCRPZwhjCmQ==$,Not Voted,Against
$chacha20_poly1305_aead$gfnZmPs72qcJK38C$Z2ZuWm1QczcycWNKSzM4Qw==$pmU3uBJ3Ia2XbhwEdUTfXS66+Yi5ZmCLnETj$bno/cHkrEi1JCXy9gFyEng==$,Not Voted,For
77: 15879-23528-18920-95277,Not Voted,Against
$chacha20_poly1305_aead$jJsqAR7mN29KxUrk$akpzcUFSN21OMjlLeFVyaw==$yMJlOKbsMAN3OqtXLJJyqmDvwY98mwQqS79U$T6gl3G8VNPPzTr5W6vNgIQ==$,Not Voted,Against
$chacha20_poly1305_aead$9owTtuGsgZev2Ecs$OW93VHR1R3NnWmV2MkVjcw==$MOqmR2fh+bF4orkRF242FdLOcl8jFepWIdkR$EO6G4fraYbbEgnp3iwsfsA==$,Not Voted,Against
$chacha20_poly1305_aead$dF21MzrYYCHS6tvI$ZEYyMU16cllZQ0hTNnR2SQ==$ELrFMoe89k2AJ43yxBV+1/baPCUdpOlQHsYS$/i1mCYmbs0Wmm+X+aXSIYw==$,Not Voted,For
$chacha20_poly1305_aead$d0Bk27DZOqIBIBFS$ZDBCazI3RFpPcUlCSUJGUw==$86drNAfn1FUzS54yvZzI+TJs5wsuyg1Y3v/M$zDHfsDMeYDrMGeTWVKL6pQ==$,Not Voted,For
$chacha20_poly1305_aead$unWzqSP2A+QJh6nk$dW5XenFTUDJBK1FKaDZuaw==$0RYWMB5IM7FLVnPB+Tfi5FptzpdXkSZQou6f$1klPlwakpBHMc2gA0ruqIw==$,Not Voted,Against
$chacha20_poly1305_aead$Tg3V4JscWEWIhSgH$VGczVjRKc2NXRVdJaFNnSA==$g7M9Hz/oOj0lWPnwHMK5BmuyKGHcrHex9iOZ$Psi5yciMwmHNnSnwy1ZPNA==$,Not Voted,For
$chacha20_poly1305_aead$3G1wUnI9rZ2T2UCq$M0cxd1VuSTlyWjJUMlVDcQ==$Yq3GJ8CR/TdXLMzB7oXy7dkhogI3Noko2Prl$lTQaCRU/vf4QzlDsB5GpKg==$,Not Voted,Against
$chacha20_poly1305_aead$WwNK+3ThGJg7FIYf$V3dOSyszVGhHSmc3RklZZg==$qupTAmc2YXspmQR2ods+1DE0bd4DD3uXWD5y$eZXyqCgOcW5/aZ8q1olmbA==$,Not Voted,For
$chacha20_poly1305_aead$RQ68UW/IP7VHCU/Y$UlE2OFVXL0lQN1ZIQ1UvWQ==$9++kTOslFvgtkjvWjQFNZSBaAfsCqShvUi0q$trkZ6QAWdpmgVJXT7pFDyQ==$,Not Voted,For
$chacha20_poly1305_aead$zRtkJvv6HisNxCLO$elJ0a0p2djZIaXNOeENMTw==$Y0iUajkLVAcD8A4FsXwV02GXA9nH6EyX2w/E$9SIK8Da9IVHFPlNmCxeOcQ==$,Not Voted,Decoy
$chacha20_poly1305_aead$uTalidHB0HjsKfjK$dVRhbGlkSEIwSGpzS2ZqSw==$L5XrPiwYrTMYGppl758pwpD0ITfjnS0nzceu$m3JkZQJzisHyw/8HFyrwVw==$,Not Voted,For
$chacha20_poly1305_aead$WApq7bZ1ZCEYdkWI$V0FwcTdiWjFaQ0VZZGtXSQ==$os/Y1FgwQtogdhP48Spm8SafS5MgcjpdEoHz$iZkoALPNNDZJJ7pRotaf6w==$,Not Voted,For
$chacha20_poly1305_aead$GbITLsdKtT9xCetp$R2JJVExzZEt0VDl4Q2V0cA==$H1FfSj4v69+/4jpxzAzGcubV5IrZlH9spzpb$Y5bBcD+WH79y69KWBXfcCw==$,Not Voted,Against
$chacha20_poly1305_aead$8YTfOgcVplSTh+zc$OFlUZk9nY1ZwbFNUaCt6Yw==$V8K6EWPQIERIkDS8GqBMSf3nG88hJ4y370dM$ZELHiVXZzbA8oghNwe5siw==$,Not Voted,For
$chacha20_poly1305_aead$hg1eM7La1FFJ5Dzg$aGcxZU03TGExRkZKNUR6Zw==$AxJEnOwpmmmne9sGPwrIJ3Lr+NXlOZOKRdW2$p0Sac8W3WpD056Dq76gGwg==$,Not Voted,Against
$chacha20_poly1305_aead$qoTtR25TmycImYdq$cW9UdFIyNVRteWNJbVlkcQ==$pRrmQqHGg1t0rDQD9ihajfO9V0hDChUJ4GH0$EmJbDgkbkt/CaJF/pjBnYg==$,Not Voted,For
$chacha20_poly1305_aead$MCfKySQK3GX4mbZG$TUNmS3lTUUszR1g0bWJaRw==$dM0cuFVqFiGqoLwPKKvjbzVnjvko19U/V0kh$rZ7TyfhJZpYxX+6VuCyS5Q==$,Not Voted,Decoy
