col1,col2,col3
$chacha20_poly1305_aead$dE4JWkXX2DiIJb6i$ZEU0SldrWFgyRGlJSmI2aQ==$vCbIfZI0xHuFnmhPq1GpRLhmMN6E11hV0Fgu$3uQvgGYMb1MfsObKfF/Whg==$,Not Voted,$chacha20_poly1305_aead$3IawTf3yFeA1dfir$M0lhd1RmM3lGZUExZGZpcg==$jFDhaAyQVw==$tqcyep1MUE6A6cnOc5TXRQ==$
$chacha20_poly1305_aead$XN43wBripdNFvdow$WE40M3dCcmlwZE5GdmRvdw==$g4XBCPiVwfghwdMhRn5/1PNthzPU7yGCOpdx$3rZ3R+wYYfvx6pSrmB0hRw==$,Not Voted,$chacha20_poly1305_aead$R47cxCvI9bfXoZqB$UjQ3Y3hDdkk5YmZYb1pxQg==$yvSfCPHGbw==$6xPhY1wLy0LjZmVtf90kiw==$
$chacha20_poly1305_aead$bPEuhpkjeGfk5I17$YlBFdWhwa2plR2ZrNUkxNw==$h4RCfkCbAXYcVuy9ekuKFovGqHwuE5SUBRub$E4CvtJBJeojFgnhHbIIA1Q==$,Not Voted,$chacha20_poly1305_aead$xrfyxSWLV0STc6HJ$eHJmeXhTV0xWMFNUYzZISg==$+xz1atrqTg==$XP8uAm1c7QmRLmzOg1jI6w==$
20: 11279-50726-15158-69069,Not Voted,Against
$chacha20_poly1305_aead$leYwoG6TpM+DPosy$bGVZd29HNlRwTStEUG9zeQ==$iN4hlxzijpp4U6yuHimP0kAt3b16C+2/XAzw$wiyGlfctlx+pd80hftRkbA==$,Not Voted,$chacha20_poly1305_aead$Fq+JVwxq1q5vnILw$RnErSlZ3eHExcTV2bklMdw==$stamfIlalw==$C0Hc2Nvuh/hxuk1f23wLfg==$
$chacha20_poly1305_aead$bOP6EaUF0/2CfduS$Yk9QNkVhVUYwLzJDZmR1Uw==$nvPcOKoDJqdxb0xIUzGqOWl8j46DMCOlEVIH$78Wvbxe9t3cReDujJXFdHg==$,Not Voted,$chacha20_poly1305_aead$5GpC6w1ASTzDF0BB$NUdwQzZ3MUFTVHpERjBCQg==$OEkgPcGARg==$IKSAlQ80lByYlYxTgeAzqg==$
$chacha20_poly1305_aead$JBZyPpfUpK8ArHJT$SkJaeVBwZlVwSzhBckhKVA==$qBzjtLq6F2L2ZcrsCLgdu/cawH+Clh6n5BdT$GOD9lrUges9X8M2RzuTXxg==$,Not Voted,$chacha20_poly1305_aead$YhX2XLPlWYUVmJJM$WWhYMlhMUGxXWVVWbUpKTQ==$MuPa8abTJA==$ETUipRvn3/ufkrBKRMkGzA==$
$chacha20_poly1305_aead$8BmB0SeMOnA1v+b6$OEJtQjBTZU1PbkExditiNg==$c/2N2gfX7/11IBWq8dnwmZgnJTYQg5HwYbxL$EATkr/yulbCPwYWhbxw/tA==$,Not Voted,$chacha20_poly1305_aead$Iv3bJ5K/NW/9yw/U$SXYzYko1Sy9OVy85eXcvVQ==$nnkAiuuRaA==$2ASKanH8CAK9RR9XDRBR0A==$
$chacha20_poly1305_aead$MfU1bYRHs/SlWVkY$TWZVMWJZUkhzL1NsV1ZrWQ==$hPwqyPT8Af5LglVIX8Ti65wDieBj4V371YEc$Yd6autJq0u4RDIzIPDyjrw==$,Not Voted,$chacha20_poly1305_aead$eVx/1OnJtIJh2kKS$ZVZ4LzFPbkp0SUpoMmtLUw==$7G4ZdztxOA==$LQx53jIPx4l5aC/SmAtt3Q==$
$chacha20_poly1305_aead$F8r37OQ6XhZFDPvc$RjhyMzdPUTZYaFpGRFB2Yw==$KcEO7RYeDPXzXJ9Zhd6SIKiLF0veduZwXeB4$w/bYkezGSD6uh0MbBzQ7/g==$,Not Voted,$chacha20_poly1305_aead$YeIjQAJ71BGi2h0Z$WWVJalFBSjcxQkdpMmgwWg==$HTGO86h4gg==$VTVI1Lf7OtaCqTkiACJcvg==$
77: 15879-23528-18920-95277,Not Voted,Against
$chacha20_poly1305_aead$nE2zssmoJ2QRk4/O$bkUyenNzbW9KMlFSazQvTw==$fyMiqsc4BCbGONIjv8CnUjYyKKvJGTSDNv5M$+k4AgB4ICykQvTF5CC26qQ==$,Not Voted,$chacha20_poly1305_aead$hjyS42dRV0rw8Ezy$aGp5UzQyZFJWMHJ3OEV6eQ==$WaKJIzPwlg==$ws+0GrGqfcVLjKJw+yZjgA==$
$chacha20_poly1305_aead$CqteYuGbatASFnRB$Q3F0ZVl1R2JhdEFTRm5SQg==$R1GIuso7BHRaBRbGInDMnSqHeMzneqJYuyNI$vn9N8NJ8JDKnEw26L38AoQ==$,Not Voted,$chacha20_poly1305_aead$PmC0x5FucIWbvcXt$UG1DMHg1RnVjSVdidmNYdA==$Mdan7acWcQ==$3jLm1d/2RGMCdPgX+jWOhA==$
$chacha20_poly1305_aead$B0EA7JexdGLCRNeE$QjBFQTdKZXhkR0xDUk5lRQ==$u4/F+DntQhDVEi7ilGjlnBayO2Nx21JyRncp$l4jVisKsJzinftG/Dp6m2g==$,Not Voted,$chacha20_poly1305_aead$UNzznmjDjVBYZRGb$VU56em5takRqVkJZWlJHYg==$m0cD4bvIZw==$ZLwPgBZwFG6YiN3uE/yXRQ==$
$chacha20_poly1305_aead$J/HrDCbeB5h6MGRd$Si9IckRDYmVCNWg2TUdSZA==$LdyXB9laOJOerkAfpaad6GwIMEpJFosB1wak$1SuWIZSKi2iTtmx4GNx2pA==$,Not Voted,$chacha20_poly1305_aead$ip/vC8lvm0SCrCRc$aXAvdkM4bHZtMFNDckNSYw==$4O0Pw1zNag==$DWqljmbYrUDiJcSW0nfG9g==$
$chacha20_poly1305_aead$reLNZ8GIz1QRHTOV$cmVMTlo4R0l6MVFSSFRPVg==$K9Awx3CnufjTOg7lJMPU4dvWkHTNEY9ZvTqT$39mhcHcxdHDO6L/WC8QJxQ==$,Not Voted,$chacha20_poly1305_aead$ArO4xpPosooc8emp$QXJPNHhwUG9zb29jOGVtcA==$RQmee8Vj2w==$fAosAbPqJZbTO6CZD0M9Bw==$
