col1,col2,col3
$chacha20_poly1305_aead$qIdsSaCp9sPXe7mO$cUlkc1NhQ3A5c1BYZTdtTw==$vbk8AgONsaRNMfTdavFpdiwJCPAaayfw9w3T$JdRoegXoHKyEGM6cVo41IA==$,,$chacha20_poly1305_aead$SJGnhpS9QEw0iqhf$U0pHbmhwUzlRRXcwaXFoZg==$ylRkuFb6PA==$bSgLU5V6vPAT172DH3Mrkg==$
$chacha20_poly1305_aead$zohjBQoAjlKQIePQ$em9oakJRb0FqbEtRSWVQUQ==$4lU9vrWPTKJPlPfoDSBwoAZWT0XH1cCvCElW$uWofZ3qE43tlMI/tt9+IYw==$,,$chacha20_poly1305_aead$SBxzP8EA3+nBw/zw$U0J4elA4RUEzK25Cdy96dw==$RFNjv1WkIQ==$5fVYz42thNQhAlF1JQxQ/w==$
93: 61814-42211-68916-70896,,Against
$chacha20_poly1305_aead$nSxtvFLlBzrWCxnq$blN4dHZGTGxCenJXQ3hucQ==$ZzdXF6CWC3NF/+m15sO2oG1MFhd910VOAEmg$CGNtguKNAexjS4umHfHuGg==$,,$chacha20_poly1305_aead$o9B1WbNXIvH7jB/N$bzlCMVdiTlhJdkg3akIvTg==$YhDLzX1mBQ==$Dri6EMaEjSLtCP3CMcfhzA==$
$chacha20_poly1305_aead$A8JEJJHwyvO25mWk$QThKRUpKSHd5dk8yNW1Xaw==$zIsB0BEE7mdJymjdFJyzDeZWUQQYnpDJBnWF$hJiv9luVxmpVU/UhY5pDXw==$,,$chacha20_poly1305_aead$A5p3iD1Sp3GxDda3$QTVwM2lEMVNwM0d4RGRhMw==$xQJbdZwV4w==$EVsB2buk90e2ZXgsEc7++Q==$
20: 90137-13853-64703-11297,,For
$chacha20_poly1305_aead$gw4aXOii0MDAeLGN$Z3c0YVhPaWkwTURBZUxHTg==$m17A/D0qc7BIuYeYvPukB6XBM6W9MB4BgmZy$E22JL2b0kaVzfSd28YZm9w==$,,$chacha20_poly1305_aead$6KDylqOGfU2C41Mw$NktEeWxxT0dmVTJDNDFNdw==$2F34NSedig==$6MAM+rMVB3kXdekw/yJgfw==$
77: 25157-91109-11378-60149,,For
$chacha20_poly1305_aead$I2bQCVR6L4CqZnmY$STJiUUNWUjZMNENxWm5tWQ==$nepb0kUi7E8x1supQnJwDHH2qXAkSMKXZfTR$U/NSzZaX6GT08c1Vrhlg6Q==$,,$chacha20_poly1305_aead$ol6pezU61xP4vxoG$b2w2cGV6VTYxeFA0dnhvRw==$/Y0QoCVlog==$7vqgw1XBIbmW0/jOXWkugA==$
$chacha20_poly1305_aead$9eKpPko5LJ4LUqtU$OWVLcFBrbzVMSjRMVXF0VQ==$f7tWaQDQPhaZAyROfU9ppYpuF1NwLJSHH59F$tHivs2mw9dVN29Sdab7O1Q==$,,$chacha20_poly1305_aead$F9JpewheQVnIZnRf$RjlKcGV3aGVRVm5JWm5SZg==$3W282ZTHBw==$HUx4RNPhpJnU8TYQ7wF+Yg==$
$chacha20_poly1305_aead$mwufiDxecMwvHTId$bXd1ZmlEeGVjTXd2SFRJZA==$jVLh+xjgyED6BSuT+walyiylaFiyDa7HVAqb$N5lCihYW3ihbapqlJeuTCw==$,,$chacha20_poly1305_aead$qzIijYqVWGJ9NM8y$cXpJaWpZcVZXR0o5Tk04eQ==$HYGeSa8Vvw==$hVQJ32KTMKcLj4/QQLr+kw==$
58: 12386-95150-62264-38063,,Against
$chacha20_poly1305_aead$KapGhZ+Tv+w96Map$S2FwR2haK1R2K3c5Nk1hcA==$nPPqaaUZyFNaK81+bC3MQkeFtPrN9Wm/rnmo$CWYE0jXwJXioc+yaAI9fZQ==$,,$chacha20_poly1305_aead$lEjagEmzt87BfW3Q$bEVqYWdFbXp0ODdCZlczUQ==$KgPFqA09pw==$w+DlLb+fAyJFc0bYeyDvJA==$
$chacha20_poly1305_aead$3kr+UUU8hOrm0ioN$M2tyK1VVVThoT3JtMGlvTg==$5UJBnenprPqq3nCkGE56KjPzAcDo6NtXVO1H$5PW7GKNsdcOq4f5ernhdbg==$,,$chacha20_poly1305_aead$NIhix0riRAkLxn3H$TkloaXgwcmlSQWtMeG4zSA==$b0/wlg1cKg==$KtD/j/cHcZyNoIXzFCuQ7A==$
35: 33347-27560-47243-83289,,Against
$chacha20_poly1305_aead$u4028FA3SYOBeaNK$dTQwMjhGQTNTWU9CZWFOSw==$Zit4aqrDWCpl10YKJO4lVl9Qa7mpPlz6ry9r$PBc/SSNct+mRBYvYtiaiww==$,,$chacha20_poly1305_aead$pC+XCTsACb60x3aK$cEMrWENUc0FDYjYweDNhSw==$05LpuAcFyw==$WTGV+NuGbhvva2xSlE2XGg==$
$chacha20_poly1305_aead$hODNSmLNANR9voKb$aE9ETlNtTE5BTlI5dm9LYg==$1N+63fVosOk0i1WDYp3XpGpf+tfTmFxc+tIW$lQYmwbax9NaEW+kiX+Q7gQ==$,,$chacha20_poly1305_aead$v4SMJQzS/KbhGyRP$djRTTUpRelMvS2JoR3lSUA==$FND9PHczJQ==$Z5s0ppof7rwdWxiM2HYoqA==$
$chacha20_poly1305_aead$mOA/YlZx0uwWZSK/$bU9BL1lsWngwdXdXWlNLLw==$azPt3aaWHyLzPkVhH8G6tZCvA8FU6Cp/dDd2$SbA8wFVL7P/HFlzlqOC8Ng==$,,$chacha20_poly1305_aead$HCKPsi81JF7c5dXQ$SENLUHNpODFKRjdjNWRYUQ==$Udpfro9o7g==$ilwRdfjBFIGjIYE4ZEvnfA==$
73: 08426-62705-04394-32339,,Against
$chacha20_poly1305_aead$FVyQ17r2wbD0uC7q$RlZ5UTE3cjJ3YkQwdUM3cQ==$TsUgf87AXyeCO3m8Nv7+yrcGWs9YARCPnr1S$kzx0EUP4SN1LY69hpbYY0Q==$,,$chacha20_poly1305_aead$04Yf4kXbSiZUp1xW$MDRZZjRrWGJTaVpVcDF4Vw==$H+5WmUEm0Q==$NS5wVahhM7ftvVyqfqH+mQ==$
$chacha20_poly1305_aead$KTwzIxmhB82BSv95$S1R3ekl4bWhCODJCU3Y5NQ==$R8KyiAzY9PS7Y9DAAjiK1F6Zov39x4sLNg1V$JDrhhD9nK9rK3RQRxd73+A==$,,$chacha20_poly1305_aead$umj1ZVqf7NOQ65/E$dW1qMVpWcWY3Tk9RNjUvRQ==$fPS1A7NHHg==$+68ehDI8ZY9yYhYleZQppQ==$
$chacha20_poly1305_aead$lC0mahk6/DgPSccV$bEMwbWFoazYvRGdQU2NjVg==$b5lbTx3gWpvd6NaRJWREK5hxR1VRKSWfwLDJ$SjGq5GZMSJP/S4tZ/Xln+Q==$,,$chacha20_poly1305_aead$247mond07KYdtzdy$MjQ3bW9uZDA3S1lkdHpkeQ==$qL8Ad/ZlVA==$BGOZp52n2xsNlf53Enlf5Q==$
$chacha20_poly1305_aead$tp4gUOJu7pTss85d$dHA0Z1VPSnU3cFRzczg1ZA==$VwzRiJ96rWteHXTdH5cSxUULI5DCbboNnp43$z75fZ/ajCv2mkyS+GzUJ4g==$,,$chacha20_poly1305_aead$UBbPiKBzs9qD50B2$VUJiUGlLQnpzOXFENTBCMg==$Uw/dh6AfJg==$CN/YAUsd4N8ZKhG7NAUeig==$
