col1,col2,col3
09: 10180-10036-95358-16283,Not Voted,$chacha20_poly1305_aead$qqOdY9A/zrS6gkrk$cXFPZFk5QS96clM2Z2tyaw==$Zqc3fkQ/6Q==$zClp5J4ByvEpYab3jDnAfQ==$
26: 14753-53002-06617-73947,Not Voted,$chacha20_poly1305_aead$Yn7Pq2yQQihYUbir$WW43UHEyeVFRaWhZVWJpcg==$IpOcKjOBsQ==$S/SGbCQGqm0ytEbx1BPjCQ==$
69: 10360-06059-31510-93152,Not Voted,Against
08: 26020-79680-95907-53390,Voted,$chacha20_poly1305_aead$8xtNWJud7B5elYZo$OHh0TldKdWQ3QjVlbFlabw==$8u0Q0oB1rw==$z5UYyeNSFQmga9FPZjrH6A==$
92: 15275-81371-22501-12232,Not Voted,$chacha20_poly1305_aead$PX711mh7wtJmNLZv$UFg3MTFtaDd3dEptTkxadg==$QLfmgGYVwg==$YB8C/TkhhPmRfw76fkOiCQ==$
65: 08679-08598-90759-47324,Not Voted,$chacha20_poly1305_aead$dSumKs83rbIKKSGM$ZFN1bUtzODNyYklLS1NHTQ==$4/HTdqOwNQ==$fpjXfohTeY8Jcye/ARpNrA==$
17: 28118-85449-34869-45155,Not Voted,$chacha20_poly1305_aead$ZgLSQv6iGUTfg0aq$WmdMU1F2NmlHVVRmZzBhcQ==$ENDVIZHTcw==$cnP13LHnFhIolQVg7l19OQ==$
99: 59123-47072-25797-49737,Not Voted,$chacha20_poly1305_aead$Sr4mAc2ray175BYi$U3I0bUFjMnJheTE3NUJZaQ==$QuvrKuILVg==$Uls/HqcaTGkEt4e38u1Y0A==$
43: 86565-50960-72173-20855,Not Voted,Against
64: 63524-86079-77880-09371,Not Voted,$chacha20_poly1305_aead$81ms6tfuckTFTpU0$ODFtczZ0ZnVja1RGVHBVMA==$9ougtz3Dcw==$ATSFJ3DTFs87YNSb8tB9sg==$
85: 98201-47577-56243-88446,Not Voted,$chacha20_poly1305_aead$nJb+zcelAoLuN1Zs$bkpiK3pjZWxBb0x1TjFacw==$rFKILL+Beg==$brLJUgip/xjjF7VBv2Pu+w==$
48: 45065-59033-73307-19253,Not Voted,$chacha20_poly1305_aead$HAlQ9hXPGHnAENJ3$SEFsUTloWFBHSG5BRU5KMw==$x4O2Mjbyxw==$1FISYXykF4UoV7bGw2u6Qw==$
09: 31033-20215-56946-86772,Voted,$chacha20_poly1305_aead$c7Yb88umjk/gKRsH$YzdZYjg4dW1qay9nS1JzSA==$Ah+qeNFS/A==$/dKm4JGFGcMISOY5oUBbbw==$
30: 80237-99048-05249-53787,Not Voted,$chacha20_poly1305_aead$YXdq+uj1soF5IgnW$WVhkcSt1ajFzb0Y1SWduVw==$AzVZNK4EYw==$Q3tQR71+Y/wPy7pw4pSKKw==$
01: 45696-02585-19929-17237,Voted,$chacha20_poly1305_aead$+pmxB8QaRKfLTlja$K3BteEI4UWFSS2ZMVGxqYQ==$RtA9fLTYLA==$27Mxa4Q5I9GKnPxHH8NZLQ==$
60: 07049-56388-23753-17660,Not Voted,$chacha20_poly1305_aead$wfCKVuNNSjpLAp2j$d2ZDS1Z1Tk5TanBMQXAyag==$1k7nl6asEQ==$Djr64GZoQVW3MhhRIYT+vw==$
81: 53705-85098-42004-30287,Not Voted,Against
41: 64244-57422-59989-67610,Not Voted,$chacha20_poly1305_aead$3xcJRpAQAxZOHL39$M3hjSlJwQVFBeFpPSEwzOQ==$mqcIkh41Jw==$+R0VHos+KqyvX2SMAeBW1A==$
