col1,col2,col3
$chacha20_poly1305_aead$Py9SGITAQMf0JN+7$UHk5U0dJVEFRTWYwSk4rNw==$bh+JsskyE/YW8TRx+qfdrtFfV3EuhOcmXUEq$bKeafs3IvMETLDBbW9GJZw==$,Not Voted,Against
$chacha20_poly1305_aead$mhkOKlDp81fCedlg$bWhrT0tsRHA4MWZDZWRsZw==$10WeQnygfSBv9hZhjCqJAf35FhlxjyG5aBsT$tJ+iEy93osdZOGzrsNgCZA==$,Not Voted,For
$chacha20_poly1305_aead$uiYS7unNKB6ZVEbG$dWlZUzd1bk5LQjZaVkViRw==$XrlfxfAOFxXpTBlHAqWOUgEXO2Sfug8l4R+Z$79xW7yif8HeFXzL/utlsXg==$,Not Voted,For
$chacha20_poly1305_aead$zR/BcTpjZ27kkfKI$elIvQmNUcGpaMjdra2ZLSQ==$eoc+kTtzshO3x9bNbdYGGHGjlkY84zCVA2Wu$ExTMkGMQxerZhhTfZwVITQ==$,Not Voted,For
$chacha20_poly1305_aead$yQTipGxER9X9fyYi$eVFUaXBHeEVSOVg5ZnlZaQ==$TzWFArbU2vNGN/HvGsV+n1qhvsuEB6DY0v7D$XCCZ1OzVa5+Hi8MmMFeFXQ==$,Not Voted,Against
$chacha20_poly1305_aead$pBvMV8ChXOJ6PlvJ$cEJ2TVY4Q2hYT0o2UGx2Sg==$GblIzKxHf4J/NC0SgsJL3vuwAZZRrPkpRLsQ$AK32I/TY1LH4C9GOSwa4Mw==$,Not Voted,Against
$chacha20_poly1305_aead$XFfZDH9MPxwpMXW6$WEZmWkRIOU1QeHdwTVhXNg==$Njy/TkcSuHofcDYuoBAxdbBrgOMopIqr1sIl$ISPv3cH9UqEQHiB1rGOgmA==$,Not Voted,Against
$chacha20_poly1305_aead$BrDrmSW4NBRRdUHX$QnJEcm1TVzROQlJSZFVIWA==$WQ6hmPlK1108OHr+3+8YdPGRtuvMYIQxP+Y6$2AKVHaoiIg9A52XENWQFKQ==$,Not Voted,Against
77: 25157-91109-11378-60149,Not Voted,For
$chacha20_poly1305_aead$UzM+8rf0EMuzkWfK$VXpNKzhyZjBFTXV6a1dmSw==$rresShRaO42aiDS4FcHdSiYwVOBUZSiKlLHC$X9pgg/rKxPXL6G1puYQqfA==$,Voted,For
