col1,col2,col3
07: 79112-76511-79572-34508,Not Voted,$chacha20_poly1305_aead$jGmbLjoGb+8M7NZL$akdtYkxqb0diKzhNN05aTA==$qKgRip5NbQ==$cxQ5gDiJNaCvrE20c6sJmQ==$
33: 67368-99282-21322-34896,Not Voted,$chacha20_poly1305_aead$DVWwP35HeHpnqsBe$RFZXd1AzNUhlSHBucXNCZQ==$DZgsipASGg==$ixmELBBWhtXboumKld+PUg==$
85: 98201-47577-56243-88446,Not Voted,$chacha20_poly1305_aead$LOzhGjEY6coMYI8C$TE96aEdqRVk2Y29NWUk4Qw==$MiOmMltfcw==$H95aflsfV/Teh4FR6IdubA==$
95: 32348-36597-20008-92900,Not Voted,$chacha20_poly1305_aead$YLDexkgm5FynLkiU$WUxEZXhrZ201RnluTGtpVQ==$ogpzOPP5eg==$yoMy4m/kHyNBQ9KGoSgUfQ==$
31: 18623-26967-64028-94773,Not Voted,$chacha20_poly1305_aead$Gdbtq398qNu176a0$R2RidHEzOThxTnUxNzZhMA==$A9Y0u5R4ZA==$LRVtvD/DbvQarznKh6UwxA==$
52: 60851-91910-59790-49755,Not Voted,$chacha20_poly1305_aead$u/zatHxT3YrVT+vH$dS96YXRIeFQzWXJWVCt2SA==$5mdvRSJ+5A==$fl07BPNdoO3YkTVEYrvvtw==$
80: 58548-01405-34094-67629,Not Voted,$chacha20_poly1305_aead$Isjasn8n1qbIse6C$SXNqYXNuOG4xcWJJc2U2Qw==$RiBjEdZ8RQ==$25gkUVdlwi/ZpwDFJH2ZtA==$
74: 98094-26381-32195-50168,Not Voted,$chacha20_poly1305_aead$yETS7abZ9sIXs6c2$eUVUUzdhYlo5c0lYczZjMg==$NFpokPGUFQ==$kXTv9V11dWiCk56cK/hZ/A==$
18: 91794-08732-40538-52968,Not Voted,$chacha20_poly1305_aead$yP0ZqtPwyvzlIM12$eVAwWnF0UHd5dnpsSU0xMg==$kFQV4Ef5Ww==$OQUIbm7YKQbLqcB8/bCJdw==$
52: 49458-53381-36335-49025,Not Voted,$chacha20_poly1305_aead$dQtVtKD5r4oRLTmz$ZFF0VnRLRDVyNG9STFRteg==$uSlYhsPbuA==$xtHc3Zs0RubVqlRJZ/LRGg==$
21: 75567-27128-28424-34139,Not Voted,$chacha20_poly1305_aead$eOq8hVBMUGKHCxFW$ZU9xOGhWQk1VR0tIQ3hGVw==$50P0AnrlTA==$XsMnUm5QP9NJz1YH+IaiTw==$
26: 99589-92630-25337-02413,Not Voted,$chacha20_poly1305_aead$VWS0mi+NKoaajllb$VldTMG1pK05Lb2FhamxsYg==$3PR2HHZPFg==$nIg4hMdCVZUEJ6JCcZApew==$
78: 85557-56045-26408-39053,Not Voted,$chacha20_poly1305_aead$Rm8QoeaJX3t7MlDD$Um04UW9lYUpYM3Q3TWxERA==$ArP0lLMing==$juwY4ufPRhiYvjalL1kVag==$
51: 50258-68646-40240-08075,Not Voted,$chacha20_poly1305_aead$SncLnk9Xbrg1e37G$U25jTG5rOVhicmcxZTM3Rw==$oqlMnZf+LA==$8Mne45dQzNfAhmBNZaK2uA==$
89: 58755-45678-78096-70256,Not Voted,$chacha20_poly1305_aead$pqtktfsfwzgqCEs+$cHF0a3Rmc2Z3emdxQ0VzKw==$Y7xD2FzbKQ==$CWDCogq95nGCGl9UgORclg==$
40: 75639-05672-16959-73316,Not Voted,$chacha20_poly1305_aead$wbLnCK2mm097Zgtm$d2JMbkNLMm1tMDk3Wmd0bQ==$34dudzpv/g==$iv06RqgYQ3wpfJOhnjG6hQ==$
85: 31862-00613-61111-03449,Not Voted,$chacha20_poly1305_aead$zIO+tlif28sHHK+V$eklPK3RsaWYyOHNISEsrVg==$9hHtJsEzSg==$mVDZa3ZAW1ZN14n1TAzevQ==$
50: 81768-74298-88167-52382,Not Voted,$chacha20_poly1305_aead$novPpn/XQxUqsW/s$bm92UHBuL1hReFVxc1cvcw==$OlqgHUIVVg==$uGQz480ofJbxvQS3L4c38w==$
43: 86565-50960-72173-20855,Not Voted,Against
67: 00983-24743-49863-58971,Not Voted,$chacha20_poly1305_aead$6MSyYz1H+iDXtvpl$Nk1TeVl6MUgraURYdHZwbA==$7zXdndVZUw==$+751P9ciRbWNyWeh26jmLQ==$
62: 18777-12683-46695-17444,Not Voted,$chacha20_poly1305_aead$7orKxmXf9+fQz0dJ$N29yS3htWGY5K2ZRejBkSg==$25SpFNS5rg==$ikM5Vt/l2n8ZjaOTRPkbMA==$
38: 64181-38153-45416-32221,Not Voted,$chacha20_poly1305_aead$mOddXfM0l4C9nWMu$bU9kZFhmTTBsNEM5bldNdQ==$3afgNrL0YQ==$SZ+Nxm9TXeigXshS3bvpEg==$
42: 67719-63010-01270-74207,Not Voted,$chacha20_poly1305_aead$d1yhVrnOXOjg3ViD$ZDF5aFZybk9YT2pnM1ZpRA==$U01MTJUYAw==$IPxsBAS0d3Rdr3KGDuwgbA==$
28: 29397-40277-01388-06266,Not Voted,$chacha20_poly1305_aead$bpn+YxTdyoL3y3O0$YnBuK1l4VGR5b0wzeTNPMA==$17ewh6L9eg==$B7kB17UYCQeTO1oSxOTaPA==$
23: 10784-71480-76403-16157,Not Voted,$chacha20_poly1305_aead$6+gTknn3yaIYMvdF$NitnVGtubjN5YUlZTXZkRg==$WNyS8NxVOw==$ENJtRofm8lnGzyP4cdDuTA==$
13: 77826-27678-79383-03818,Not Voted,Against
61: 96384-34634-73091-98409,Not Voted,$chacha20_poly1305_aead$gbAXUAyLa5v5fgzf$Z2JBWFVBeUxhNXY1Zmd6Zg==$U5iq0BLi3A==$QdPWWK42f6xbSDW8xR4PSw==$
36: 25300-73523-35921-29306,Not Voted,$chacha20_poly1305_aead$QF5YcY1ljGys1V9T$UUY1WWNZMWxqR3lzMVY5VA==$Rwj4VNxsIw==$R722BcPGhEKjTVKV4nNlVw==$
13: 69672-95178-78195-90001,Not Voted,For
44: 92612-46019-15383-94359,Not Voted,$chacha20_poly1305_aead$ZEdCgUmsmOM5Xq63$WkVkQ2dVbXNtT001WHE2Mw==$JpXXATJ0+w==$5S5BnI00qCBnsTrbw87mqA==$
08: 04916-34652-02297-04989,Not Voted,$chacha20_poly1305_aead$zD5KYNzbiYhTQlhq$ekQ1S1lOemJpWWhUUWxocQ==$Vy977nRWnw==$jYgZxpmQq3JQ0SdTMy6HXA==$
25: 27047-01153-81902-34517,Not Voted,$chacha20_poly1305_aead$FlxZJLj8MjwBKuGN$Rmx4WkpMajhNandCS3VHTg==$+yAX3ErWdw==$VzmIy9Eh3zVpyWgyYSaQbw==$
73: 32366-88842-52076-65261,Not Voted,For
89: 47126-20224-42491-68844,Not Voted,$chacha20_poly1305_aead$zh3LdDxZu+T+AWlg$emgzTGREeFp1K1QrQVdsZw==$uVIoTPmsBQ==$LNgLpIvLnHDhYJHhEuXfrQ==$
81: 32483-66909-29351-27290,Not Voted,For
63: 28596-59998-61544-30683,Not Voted,$chacha20_poly1305_aead$R+BK/EeHz9yXStYE$UitCSy9FZUh6OXlYU3RZRQ==$0vz9Sx3H2g==$ZjsvVQH3BxzsN8RHd8j+RA==$
33: 96870-04998-62363-00631,Not Voted,$chacha20_poly1305_aead$YxJGxK+2SvAKD7EU$WXhKR3hLKzJTdkFLRDdFVQ==$YkEQ4huL/Q==$EpSvQsI4XHOt+NgotRSeJw==$
92: 60338-91271-59105-19956,Not Voted,$chacha20_poly1305_aead$DjjyHQrYjxGs+1g9$RGpqeUhRcllqeEdzKzFnOQ==$/OBuAMYz2Q==$fTPMTSHMawKk341yTCdGDw==$
10: 77060-88761-58926-27425,Not Voted,$chacha20_poly1305_aead$CfeT+WLz2e7Lq0g4$Q2ZlVCtXTHoyZTdMcTBnNA==$nL6LnrzA6g==$eO0tNhErAujbReLlgDV43w==$
10: 10577-90245-74298-26822,Not Voted,$chacha20_poly1305_aead$TVZzeq0z3PdHKWHu$VFZaemVxMHozUGRIS1dIdQ==$3VJkqJPPNw==$BFtNrv6NoMfkCgBXjJSGtQ==$
56: 51509-22024-78104-53129,Not Voted,$chacha20_poly1305_aead$zxlfDbsF0+C+SFoa$enhsZkRic0YwK0MrU0ZvYQ==$zaYXwqwHoA==$gDuXGgyQj7pWrth7A/8jQw==$
70: 74126-58476-71129-26534,Not Voted,$chacha20_poly1305_aead$pVQPb0MD1V04uVrZ$cFZRUGIwTUQxVjA0dVZyWg==$N3k2IQFZFA==$WE5PZ2Rv5E2tidJwWXibKQ==$
65: 08679-08598-90759-47324,Not Voted,$chacha20_poly1305_aead$EO+/0liopDZsK01+$RU8rLzBsaW9wRFpzSzAxKw==$W8zH8FfIuA==$7ebn8djMv6lRlrJeGLEIpw==$
83: 32096-84288-65964-82622,Not Voted,$chacha20_poly1305_aead$+hcYix6JyMiYyOKT$K2hjWWl4Nkp5TWlZeU9LVA==$PVicYnEmxQ==$wVlH1AWsp861x8Uf4/F+HQ==$
02: 09065-31123-78807-71769,Voted,$chacha20_poly1305_aead$0BpcChiM5f55dCOF$MEJwY0NoaU01ZjU1ZENPRg==$Lw3oXZa96w==$rpgQ66n3Zp+Ea8ofGgtyRA==$
75: 72777-84927-08255-02017,Not Voted,$chacha20_poly1305_aead$MFO80cMEvTqeOyYR$TUZPODBjTUV2VHFlT3lZUg==$66ScyVN83A==$iRTzr4uEcY2BNf5+8bQnfw==$
92: 15275-81371-22501-12232,Not Voted,$chacha20_poly1305_aead$azTzBXRO8iin1vAS$YXpUekJYUk84aWluMXZBUw==$ehCAAoWT4g==$EPVUoYAiCzOmQOOlzHCPGw==$
38: 56540-23843-59475-79509,Not Voted,$chacha20_poly1305_aead$2m8EwAEufFLo2xSX$Mm04RXdBRXVmRkxvMnhTWA==$6uVmE1ITZg==$uVsvfdeNMHMEHS853YQoUQ==$
86: 74270-78203-45434-95970,Not Voted,$chacha20_poly1305_aead$z8a03iv0VoN1yV6r$ejhhMDNpdjBWb04xeVY2cg==$xvtuKB1nXw==$fRikX0MHZnBXV3X7t7LKVg==$
79: 71787-31213-71741-83478,Not Voted,$chacha20_poly1305_aead$4KxhiEi5aFZKv/LA$NEt4aGlFaTVhRlpLdi9MQQ==$w/gonKfTlw==$0UYMVbVsvitFnLJgAW0RaA==$
34: 29757-76188-06004-00244,Not Voted,$chacha20_poly1305_aead$o2X3fNgZcyecZ/r0$bzJYM2ZOZ1pjeWVjWi9yMA==$E7CgdU+foQ==$+wK//6REydSFE6O45uGpvg==$
26: 14753-53002-06617-73947,Not Voted,$chacha20_poly1305_aead$TwDp/K2Xv6EC5QJe$VHdEcC9LMlh2NkVDNVFKZQ==$5cLGjoKflw==$E2jek7PNJYQw3AezbPBJPQ==$
39: 01856-44066-21935-14618,Not Voted,$chacha20_poly1305_aead$07roCG6WmwII4HWF$MDdyb0NHNldtd0lJNEhXRg==$lEExzfbOyA==$ZPI1Xa/kG5LWnjr6rDNOmg==$
24: 33338-24275-15941-37019,Not Voted,$chacha20_poly1305_aead$7ETlwtyeJfn0y+E+$N0VUbHd0eWVKZm4weStFKw==$VhCWWdffqg==$H3PKeXXEM2rxJMSr15ip7Q==$
69: 23258-76403-00271-71372,Not Voted,For
40: 57954-86790-00776-85610,Not Voted,$chacha20_poly1305_aead$GA8PcCtX69JXau8w$R0E4UGNDdFg2OUpYYXU4dw==$BWzK6JFS5A==$QMBJ5UL+ZOyHxDCAi1Mbdw==$
29: 85809-53598-32078-67944,Not Voted,$chacha20_poly1305_aead$JrKcKszfDPf0GlF4$SnJLY0tzemZEUGYwR2xGNA==$gAIR7sA52Q==$IrEEZ2EM2daISMNv5sApBg==$
77: 15879-23528-18920-95277,Not Voted,Against
51: 21944-52742-72713-58520,Not Voted,$chacha20_poly1305_aead$Wo8lkj0XfgmDSkS5$V284bGtqMFhmZ21EU2tTNQ==$jDYv08styA==$//6tSaPfo+hCKWiNrq62KQ==$
99: 63407-28712-40187-80318,Not Voted,$chacha20_poly1305_aead$BgFHG9bZI46ablW6$QmdGSEc5YlpJNDZhYmxXNg==$ML1xHycTTw==$8XFxBM5GHpzi4n1XDrZVLQ==$
44: 06806-66080-13556-50681,Not Voted,$chacha20_poly1305_aead$o9d4lO3+AAr3DQNx$bzlkNGxPMytBQXIzRFFOeA==$j9rMy/G1pw==$VIR7W0W3uogErGKRNDSQdg==$
08: 26020-79680-95907-53390,Voted,$chacha20_poly1305_aead$zFWLZnfgJtVqeITC$ekZXTFpuZmdKdFZxZUlUQw==$aFNmFZbADQ==$vQbpFPNKl0fy06WlSeU6Sw==$
16: 98166-19730-44831-39323,Not Voted,$chacha20_poly1305_aead$5B9bUOiqVOw/kIPy$NUI5YlVPaXFWT3cva0lQeQ==$pbZ3mobSjQ==$2ZXd2XVdHNd7N0PBq+f+YQ==$
22: 73271-42068-69195-47450,Not Voted,$chacha20_poly1305_aead$fDbx6Wtgov1Ka1s6$ZkRieDZXdGdvdjFLYTFzNg==$59x4i6gvTw==$paenZ72uKRoCgQxRxygxPw==$
37: 14582-90821-07148-93134,Not Voted,$chacha20_poly1305_aead$StENIev+TpJshOCa$U3RFTkllditUcEpzaE9DYQ==$u9JQVMsyiA==$cRrzwABt1oJe9Ob4Rg9JZw==$
91: 66477-30764-20413-45623,Not Voted,$chacha20_poly1305_aead$oxQNgfBBrA4ZcWp3$b3hRTmdmQkJyQTRaY1dwMw==$gUtUcmgtVg==$nYSldVN10Ufg6c1TQTxw7Q==$
30: 80237-99048-05249-53787,Not Voted,$chacha20_poly1305_aead$5UjOOfYBfRX/9RGN$NVVqT09mWUJmUlgvOVJHTg==$xCaSWJ3daQ==$KTJ0yCP1F2J7yeiINgHSTQ==$
30: 44354-31240-74991-39666,Not Voted,$chacha20_poly1305_aead$C8Sf8VlpDVVue2vg$QzhTZjhWbHBEVlZ1ZTJ2Zw==$aHStlwN01g==$3JlA7oNy1l3+oCrkFMIVBQ==$
93: 95925-97635-90560-66756,Not Voted,For
03: 94557-53606-28262-85476,Voted,$chacha20_poly1305_aead$GzSdX+X+2DaDNcBq$R3pTZFgrWCsyRGFETmNCcQ==$i2QMLYjVWQ==$1YCFZgOrQGHwTpZoaqeT8A==$
01: 72272-32942-24789-37190,Not Voted,$chacha20_poly1305_aead$aObNASkoFm0IFq64$YU9iTkFTa29GbTBJRnE2NA==$E4m66BQ8Hw==$3YvWOeqN5CaO377edkWsiQ==$
35: 33347-27560-47243-83289,Not Voted,Against
05: 09489-47973-80138-97824,Voted,$chacha20_poly1305_aead$S3k0jFNQIdvsphos$UzNrMGpGTlFJZHZzcGhvcw==$qGHv/8b+fQ==$Blj+G2oiPaTrm0rKdAmi0A==$
21: 80912-66404-19253-67205,Not Voted,$chacha20_poly1305_aead$VIasJ+5ny1tPC+U1$Vklhc0orNW55MXRQQytVMQ==$W6rTuAMi5w==$fkqPrjDJp1KuFueh1Cdo6w==$
02: 51905-19776-03214-11945,Not Voted,$chacha20_poly1305_aead$BGI0fGbXR24QoUdh$QkdJMGZHYlhSMjRRb1VkaA==$8hfB7du42w==$jAbJdtuCtU7bBJtwVWftfg==$
73: 08426-62705-04394-32339,Not Voted,Against
83: 98733-38234-98805-58719,Not Voted,$chacha20_poly1305_aead$6g9ulCzeeoOV3ZK5$Nmc5dWxDemVlb09WM1pLNQ==$+mLbV6KfhQ==$h2qzZJLlB1pyEw2v/Kfl9g==$
79: 49449-42257-63894-19730,Not Voted,$chacha20_poly1305_aead$gK2im++gHOXiYDm7$Z0syaW0rK2dIT1hpWURtNw==$sQu85sLJ+A==$iWzh5UzOu6RTfEHCdQB4Kg==$
11: 71435-81470-76665-27489,Not Voted,$chacha20_poly1305_aead$BC61gILYfT+1YuWl$QkM2MWdJTFlmVCsxWXVXbA==$HoQHXAf6aw==$PrAKFneOq9bGvCNuR3Zbyw==$
90: 96096-99237-02495-02107,Not Voted,$chacha20_poly1305_aead$yqXCB8+s6HivmpMH$eXFYQ0I4K3M2SGl2bXBNSA==$3vh7x6RqfA==$FzqfxAmgc/Vue2CWu+1RaA==$
54: 03881-10360-55064-31079,Not Voted,$chacha20_poly1305_aead$d/xjrdRBVqqqy2si$ZC94anJkUkJWcXFxeTJzaQ==$Q0gPWLBasw==$GFym7E1jgqAu7Gxnnom9VA==$
45: 06798-99147-91947-13475,Not Voted,$chacha20_poly1305_aead$BNb2y2OaQYwMdB0z$Qk5iMnkyT2FRWXdNZEIweg==$UTgfpf09uQ==$jSm543xX3uW4/1HFffWXsg==$
99: 59123-47072-25797-49737,Not Voted,$chacha20_poly1305_aead$r6ej+sHXYeGEkl8w$cjZlaitzSFhZZUdFa2w4dw==$SkoeEk1ldQ==$xRKX5vSgHBIPchSAqCOEyQ==$
88: 43904-33248-29496-66305,Not Voted,For
72: 79716-79815-63524-58773,Not Voted,$chacha20_poly1305_aead$ioOLBiYVHUjVOYXN$aW9PTEJpWVZIVWpWT1lYTg==$Do6jz6wHAg==$1LVSzPnhM/yUy0i4jDDewQ==$
37: 56694-42509-32366-85007,Not Voted,$chacha20_poly1305_aead$u51KMsnXjkqkZ5BN$dTUxS01zblhqa3FrWjVCTg==$2LiY7+j32g==$+xrDEcSzgBWWDUFDSozcjA==$
09: 31033-20215-56946-86772,Voted,$chacha20_poly1305_aead$Y43E4t5twDrwLn+B$WTQzRTR0NXR3RHJ3TG4rQg==$CYJPDMNPSA==$itdcInVmyMay7vk8RyXdzQ==$
96: 96870-23410-40961-11143,Not Voted,Against
17: 28118-85449-34869-45155,Not Voted,$chacha20_poly1305_aead$5X+H/VmF4mFDvycK$NVgrSC9WbUY0bUZEdnljSw==$44TClVB7lQ==$fzYwbbh7r6ICI9Aoc/PY3A==$
55: 54911-58610-14041-37082,Not Voted,$chacha20_poly1305_aead$+Oeg10lyMR9WqB4a$K09lZzEwbHlNUjlXcUI0YQ==$7IUlGiK7TQ==$r9AwEOsrrvuEheNUlHciVA==$
66: 36083-10144-23230-96410,Not Voted,$chacha20_poly1305_aead$/+jCwl+VMJdg48Sz$LytqQ3dsK1ZNSmRnNDhTeg==$sIcVEv49Fg==$hApAutV3N4q0TaQJwFIyoA==$
25: 86853-99426-92838-64028,Not Voted,$chacha20_poly1305_aead$KYX6OAyfNevH1UJG$S1lYNk9BeWZOZXZIMVVKRw==$65eH++F/bQ==$fdkI3ssdX0yyGcBz+Js/eA==$
12: 37785-35408-87032-81489,Not Voted,$chacha20_poly1305_aead$exHqDdW5NW1UVbJz$ZXhIcURkVzVOVzFVVmJKeg==$Nn9VjWJTrA==$1msTtedW5fbz1UICurlluA==$
15: 04808-66413-72803-32140,Not Voted,$chacha20_poly1305_aead$koZ5/LQ8oujx6UD/$a29aNS9MUThvdWp4NlVELw==$lT8sck4E5A==$obf2w8BV46i+m2nQqmITTQ==$
98: 30683-53435-97158-62750,Not Voted,$chacha20_poly1305_aead$ZK4TP2e3RdZp1wUU$Wks0VFAyZTNSZFpwMXdVVQ==$w3lzjIRySA==$ZlcfQpaZEZ5y2O/G0UlZOQ==$
18: 20747-06888-13169-88644,Not Voted,$chacha20_poly1305_aead$cp33xUYZazYt/gxL$Y3AzM3hVWVphell0L2d4TA==$DdQETcODWA==$CimAGdVn1bcsPyQ5ZAdO9A==$
35: 93828-00451-71633-82794,Not Voted,For
84: 92081-43689-02288-15635,Not Voted,$chacha20_poly1305_aead$N7z+WnPcdSofhMFu$Tjd6K1duUGNkU29maE1GdQ==$S6BG0C7U9A==$OQrM5e+Zv5a/RS2LYVltag==$
57: 79383-63939-24121-17822,Not Voted,$chacha20_poly1305_aead$WUF5hUgnhUNbBUBf$V1VGNWhVZ25oVU5iQlVCZg==$/aPegEVFCg==$SLsF3+QxWQXbD42pA/OmPA==$
57: 80679-85133-50672-05681,Not Voted,$chacha20_poly1305_aead$Hb37SBTlX8s8Rv4B$SGIzN1NCVGxYOHM4UnY0Qg==$CwmCu4SiqQ==$w7jKm4l9h5RvX5ArNUc5zQ==$
27: 06554-00640-59952-25850,Not Voted,$chacha20_poly1305_aead$y7w93cUJEVqsB6Xz$eTd3OTNjVUpFVnFzQjZYeg==$2n5nZ3rm2A==$ZOa2gL/J9u9t326QJsPokA==$
