col1,col2,col3
$chacha20_poly1305_aead$dco2HLUkblW5zeij$ZGNvMkhMVWtibFc1emVpag==$rDpigjl6EgTpVSALYffIJ2jsTG3Ef1cfnWwV$HwUqvjJ6Tj8uMZ/UeU8sng==$,Not Voted,Against
$chacha20_poly1305_aead$nNQ94OsyFTkanx3e$bk5ROTRPc3lGVGthbngzZQ==$VmT3mtfA6SWnfHhO68R1NUJkRBEZ1luEBtR/$KyrxbyFQZeHPYKVWvFkD8w==$,Not Voted,Against
$chacha20_poly1305_aead$h4ayV3LW05LZDGTT$aDRheVYzTFcwNUxaREdUVA==$MO6phnXEy43oPKKZoBnr7iQ5PlKg2aurnMk2$gTHSE2uQ/Xqanx9MrhHepQ==$,Not Voted,Against
$chacha20_poly1305_aead$SJygmsjoM7cD6Gkf$U0p5Z21zam9NN2NENkdrZg==$nJgMlBT8exbEsIvD6ttLjhOOxLxgjjXqfwMU$K7VfEP5EIZtSO8Zh9f0YzA==$,Not Voted,Decoy
$chacha20_poly1305_aead$xlc8ObuSfPdEjBZz$eGxjOE9idVNmUGRFakJaeg==$1TXJuvXBTwOL5N+1ijsGTZZviE255z3Kqmju$KTEPcMhqsTiZ7wZcHHeLmA==$,Not Voted,Decoy
13: 77826-27678-79383-03818,Not Voted,Against
$chacha20_poly1305_aead$JKSET7z0fJFJYN74$SktTRVQ3ejBmSkZKWU43NA==$KZdntdK3A5TV2fozT+oN4PjdgWfL2bln3GIi$wiLv0x3fYd8rb76LFTxo/w==$,Not Voted,For
$chacha20_poly1305_aead$OM4TsCZKwQfbCX6G$T000VHNDWkt3UWZiQ1g2Rw==$4gAgV553+NJBj//22JYMQkLto3g0cZEd/FRU$r3pdbAKSB1OCpQxQh0pK/Q==$,Not Voted,For
$chacha20_poly1305_aead$Q5oAMGYjiVfAqsXT$UTVvQU1HWWppVmZBcXNYVA==$nTVTO+TzF6/ar8mFrUs5ckKZbXC6weqiQXJF$3IrbdKgoe4z7zER0UIXHBg==$,Not Voted,Against
$chacha20_poly1305_aead$W1gwyNQQ7e2wY4jn$VzFnd3lOUVE3ZTJ3WTRqbg==$7zKN/QmRKYkegvH1cOrcNZ00HKTuvqr94XIW$NZxXHqEN2bjo1MB0wdWIXA==$,Not Voted,For
$chacha20_poly1305_aead$ZJoFtDF10wQCZ/mW$WkpvRnRERjEwd1FDWi9tVw==$YOtS5/d1LQ48wYCMCz6h4t6FN7ZTRHY221Fy$L+hlFjUmehz3/jH7e7zU2g==$,Not Voted,For
$chacha20_poly1305_aead$S+YzOzgNiL+NTr9x$UytZek96Z05pTCtOVHI5eA==$OgPSWr1ARav+JMftliYlvkFscJ+F7ODqrSRZ$R7oAZ6CT2rv403Sl/jFxZg==$,Not Voted,Against
$chacha20_poly1305_aead$9FMxcqaum/g63gLy$OUZNeGNxYXVtL2c2M2dMeQ==$xtJy4ls0Zg/Otyh3icptWCjrtOI+JOcNsrjJ$Bq7wBmXCiQQPVMQI3+J1JA==$,Not Voted,Against
$chacha20_poly1305_aead$cD93M/bzXL6uEwr6$Y0Q5M00vYnpYTDZ1RXdyNg==$yvnN3yXZEhH5IUqj+cXD83OjJVIcMTun9RZ3$tiW0rjY5XWKPyANlR6p2sw==$,Not Voted,For
$chacha20_poly1305_aead$l2MRHsPonGKoGvJm$bDJNUkhzUG9uR0tvR3ZKbQ==$cEhoKfoCmIBAptFytEfWTofoGZKBSncaJHWb$oYiy9C8ff8vG8cIvxxAKDQ==$,Not Voted,Against
$chacha20_poly1305_aead$24+EK0/WNQm47xNN$MjQrRUswL1dOUW00N3hOTg==$XAfWLBKmv176nkMDu2OXlSkTugncKAO3QjNE$1ZIwooK3tkcu9JvBSfv9dQ==$,Voted,For
73: 32366-88842-52076-65261,Not Voted,For
$chacha20_poly1305_aead$7bN/DrVywbscJ0VV$N2JOL0RyVnl3YnNjSjBWVg==$qo3ETw7/0vQVP1Yi3Rs66HXrYqYPQAduVA3d$qeAeJdgSCAaPFjJPmdZdPQ==$,Not Voted,Against
$chacha20_poly1305_aead$jJ2u2ipA1/Xx9G2+$akoydTJpcEExL1h4OUcyKw==$sbAA/R3EGwvlZPT3vj1cJIoA43m3zxyRvFFN$Sn2r8VJQAbzZ5MAc1iHJew==$,Not Voted,Against
$chacha20_poly1305_aead$JI27aQyoRh0CaPeF$SkkyN2FReW9SaDBDYVBlRg==$Z3/HG/wClgXojBrU0YkDZHQD29RXsVcAJDkk$J+rQKqxBWbmoLSFF+/QtjA==$,Not Voted,Against
$chacha20_poly1305_aead$f65p0bMGNxQussQn$ZjY1cDBiTUdOeFF1c3NRbg==$TidrtAk/cYk0hWJtVK0ZtvkZTv+mUXD9GYka$wYZC1donHyc/KlSWq08jXA==$,Not Voted,For
81: 53705-85098-42004-30287,Not Voted,Against
$chacha20_poly1305_aead$IkUR0ssatj72fvpA$SWtVUjBzc2F0ajcyZnZwQQ==$EPkjC/qhNnal5W1pInY9L9r5bU9L/afXsFZv$1zTgAwUnTolYUkbeGhm9zw==$,Not Voted,Against
$chacha20_poly1305_aead$YhFqauuu09+i+L3r$WWhGcWF1dXUwOStpK0wzcg==$XuV1AvTYqDuISf+OGwymvO0mCmogYuTA/GLF$JAOx1dLYYyATDx2rVKNTew==$,Not Voted,For
$chacha20_poly1305_aead$ac/3+7fcfnoefLTe$YWMvMys3ZmNmbm9lZkxUZQ==$kk3eibbygm0+5sCIygVg/aNuQ0ivDwFnTx+y$vhaRaAu2tMOmadU8xR7eLA==$,Not Voted,Decoy
$chacha20_poly1305_aead$6VmDcizZ8QRNBgyF$NlZtRGNpelo4UVJOQmd5Rg==$bOn74sd2I1a6JYX6htq+JF3FvPd7tvsnWKQ+$5406Bg0MT771AzH0ARQYww==$,Not Voted,Decoy
$chacha20_poly1305_aead$+TKKggG5wWMnWyFQ$K1RLS2dnRzV3V01uV3lGUQ==$2QHcxk0dr/dgTxWNjkYj+RZvpzcXTY9SBvoB$nQ1nXdeENtrMYNSfXcCTmg==$,Not Voted,For
$chacha20_poly1305_aead$DDsf9Pqdb8Ofb9nR$RERzZjlQcWRiOE9mYjluUg==$/nIN34xcczRHOq7UelEEdpjhkmVjTbN3Hwd7$NVTOkLZmjJ0J5OpdheL96g==$,Not Voted,For
$chacha20_poly1305_aead$NW6bg4D54kUPQYzB$Tlc2Ymc0RDU0a1VQUVl6Qg==$mameO67Dvo+BYeSuIO20JmFpqwrjdA+6ii8L$Ypt6UPkm+2WB0rdQOcocow==$,Not Voted,For
$chacha20_poly1305_aead$/Qtmw1z8H0gbBsoy$L1F0bXcxejhIMGdiQnNveQ==$XD+LgVjqKWMNBvaMZLmUIgOkVqYmm4t3wtfU$E33Ofyw9upnuDTDTWIZ3FQ==$,Not Voted,For
$chacha20_poly1305_aead$fiUJj04c5DH+rIsx$ZmlVSmowNGM1REgrcklzeA==$LlU6vtZftTyiZG+WUQLL9KbZNdCT+WrEcAyD$rPyYhE1J5WfeHjixr6+8tg==$,Not Voted,For
$chacha20_poly1305_aead$bsU8FvS64mJQBEjM$YnNVOEZ2UzY0bUpRQkVqTQ==$UQcYQQB1TP3s9Wo14aq/LRDjzzMyUcSleNyL$ZZzVPKMRNuRDEuMfnjvTNA==$,Not Voted,For
$chacha20_poly1305_aead$8JNf0P6y9NcemD+7$OEpOZjBQNnk5TmNlbUQrNw==$8sjhq0lzSRFBP8TTEIUyqOFxRfl88xMj2noK$ToZaaP2uq27PiYATqwxy/w==$,Not Voted,Against
$chacha20_poly1305_aead$AgJha7cafFTYMW1z$QWdKaGE3Y2FmRlRZTVcxeg==$VdKZHxGfsm6gncBD80wiUEDjML9xW2VgFVSJ$i5Mgj3XP/uZZMtoyteOIEA==$,Not Voted,Against
$chacha20_poly1305_aead$5W7UUNPj+8HEiRdE$NVc3VVVOUGorOEhFaVJkRQ==$3Wuc3PWFwU0IV8O9rACX6VCtJXHxKtpo/1dT$xzWltNF51z1ptyBLoz+FlQ==$,Not Voted,Decoy
$chacha20_poly1305_aead$3SjKCpcmD5fQWAJv$M1NqS0NwY21ENWZRV0FKdg==$9ij1LkvfiQWFF3RHk57+E9U/ZUMEi4XR/btZ$cSfELpX9XijaRrD53h3ivQ==$,Voted,Decoy
$chacha20_poly1305_aead$O9ZiBv9DpN0y8bRE$TzlaaUJ2OURwTjB5OGJSRQ==$m4f1z/vlpbVJ5GRTkbwr9Nzsr5AyCUiDklPM$AHuRPp2hocewwmyQN1avLA==$,Not Voted,For
$chacha20_poly1305_aead$8U8f3PEQuyA1MmHA$OFU4ZjNQRVF1eUExTW1IQQ==$JwzTGFjudQ5Tnv//Vj2oue2XHoyocjbt/HjM$x95XHDf+vC7GEJP8FFHfpQ==$,Not Voted,Against
$chacha20_poly1305_aead$2JZAWXfgob/dUPAU$MkpaQVdYZmdvYi9kVVBBVQ==$xUE7+FIy9E3Lpnw9lw9XRRNnaWpOfKbs7hCr$yL/PAr7RGT7BIWBVNmMtkg==$,Not Voted,Against
$chacha20_poly1305_aead$jWEuXwbmz2M2OiI9$aldFdVh3Ym16Mk0yT2lJOQ==$Iyd9L1zD0LKaLQccgfjiDmNLHRxPeDzINEbw$TFq3IcfPlymVwcct1bC+nA==$,Not Voted,Against
$chacha20_poly1305_aead$W89C427z0iwdG/de$Vzg5QzQyN3owaXdkRy9kZQ==$rZmdPm7JF0o8sZkPTQpcxCFfKSmzKfcOgLFZ$1o2blHZ2NfI6yodxrV9iAw==$,Not Voted,For
$chacha20_poly1305_aead$ComlQBRqDuVh2dkv$Q29tbFFCUnFEdVZoMmRrdg==$LVRtBXNbkYWtBuTvzscyCktLMJljQoM1IwJr$YONJo4DFFrt+rVCnPRokow==$,Not Voted,For
$chacha20_poly1305_aead$yYvtfsF/LgyWsFFl$eVl2dGZzRi9MZ3lXc0ZGbA==$vEVLcfpcaMMXoW49MyX8fNCaeqwLyN04/1MF$/jnMOQIizEe8YRqbddJa2g==$,Not Voted,Decoy
$chacha20_poly1305_aead$AroGsmxy3K5OhPbx$QXJvR3NteHkzSzVPaFBieA==$VFR5waDDHi4f6SEgoS3Ukgh9DAJ3+Fpr2grk$MCRm6L8c0vvk3O8vvrkiSw==$,Not Voted,For
$chacha20_poly1305_aead$Iq8WEKxIttIeX3KN$SXE4V0VLeEl0dEllWDNLTg==$kdjoR2KJ5awYeuC3TkDNgsC95ksu7brz8e46$2dOIhTKuVjU50JFngW1uOw==$,Not Voted,For
$chacha20_poly1305_aead$fqvxkc1Hke1/FD8G$ZnF2eGtjMUhrZTEvRkQ4Rw==$o44z/UK4XPqNTOGUFFthTC7BQaDpSHZ4Zaq3$1+/6/nsCU0dBK6WYqVjAOg==$,Not Voted,Against
$chacha20_poly1305_aead$UMhRcGOkaNhlFRrp$VU1oUmNHT2thTmhsRlJycA==$NPzitMp7GRceALAee7zsIecfrFX8kQjiX5ps$R61sK0N67zNLnZ/71zk4Vw==$,Not Voted,Against
58: 60699-55226-68826-18812,Not Voted,For
$chacha20_poly1305_aead$8e/hKhAwjB4FU8B6$OGUvaEtoQXdqQjRGVThCNg==$olntieSnL9ahTOdd5WajSB8U6GNc9UQR6hqv$tDTnL1p9xHUiyIWa44d7qQ==$,Not Voted,Against
$chacha20_poly1305_aead$Xwx2kOMGetzDcXY8$WHd4MmtPTUdldHpEY1hZOA==$lrUeEKH/UkJPhY3IsEHp5+dNRQjLy6wz1ooq$7JeVjHIOEZaIIPS5ZkjgOg==$,Not Voted,Decoy
$chacha20_poly1305_aead$HHuNPKBOzTj6A+Eu$SEh1TlBLQk96VGo2QStFdQ==$XSk2EFlrF79IKVLO7p6HKAagyTed8fBBTkDh$isLH/9ipvvDK1YEwx+tbEQ==$,Voted,Against
$chacha20_poly1305_aead$mRqvQHToi5oPOsdq$bVJxdlFIVG9pNW9QT3NkcQ==$33ZEBevjTiJBtXK5NdSW6nDtt7/8E2fd9r3F$DVW3Sdaca9IZCFWMTYrBtQ==$,Not Voted,For
$chacha20_poly1305_aead$gnQn5s+oBEE/liIY$Z25RbjVzK29CRUUvbGlJWQ==$W6SDyETbwwyGTBABH9uCULZCtBQG0R8e0+zS$c0cGvyd/MdFP4ROmahinUw==$,Not Voted,For
$chacha20_poly1305_aead$mIC/t+EbscTcx2L9$bUlDL3QrRWJzY1RjeDJMOQ==$QJKQeoactap/Gv9wBN93yrstAa8AGDCP/nUs$R0NrH2deqKPojbwaT76Bfg==$,Not Voted,Against
$chacha20_poly1305_aead$NRzxsVjRL0VtKz88$TlJ6eHNWalJMMFZ0S3o4OA==$zMC2v1woZGnphg+vL6179x+Hkd4zweru98oj$wBjpCB6Nlj7sjZvh0hq7wQ==$,Not Voted,For
$chacha20_poly1305_aead$o6yAnCsGNiShcIdi$bzZ5QW5Dc0dOaVNoY0lkaQ==$vvz6yGCnJiuiKvibLthCt7vGO3xFu+r8g5Mv$BHSI9F5nDcUYa9i423zP1w==$,Not Voted,For
88: 43904-33248-29496-66305,Not Voted,For
$chacha20_poly1305_aead$AZywmfxkTeDenqpm$QVp5d21meGtUZURlbnFwbQ==$reD9RAYSHKj+71QQITTIZwgdU8dOsjMVhlwm$UOR1bPGSdeLurF4ksNQmFQ==$,Not Voted,For
