col1,col2,col3
$chacha20_poly1305_aead$tBkXqZ5luDT0cZ48$dEJrWHFaNWx1RFQwY1o0OA==$TrN5MjBnsIefvQxlf2N7RPMiFItIjzypw0Xb$dBDPbtBUhjP+/kBiNarLMQ==$,Not Voted,$chacha20_poly1305_aead$/VTL8Xp1pbPK3Zz3$L1ZUTDhYcDFwYlBLM1p6Mw==$Y7fxeivb2A==$XoI8PmNc3DppMTaY9GQBig==$
$chacha20_poly1305_aead$T0Bi0kLIk/bqgdaG$VDBCaTBrTElrL2JxZ2RhRw==$fqp2WF+VdsKbOREX1wYdaaWuJQ2Rf2GMunIJ$6LU+XhprLIUFdw4p7J+usA==$,Not Voted,$chacha20_poly1305_aead$r0VC6Z9eHhYaL1/r$cjBWQzZaOWVIaFlhTDEvcg==$1idjCwItyw==$A3PKW/nMrtsK9K1zocewOw==$
$chacha20_poly1305_aead$tnNoV1nO2cVYqRhr$dG5Ob1Yxbk8yY1ZZcVJocg==$z6RNG5g1kqsnFSaDA78wmngchyNTlTGs+MuB$dMtfRDrYNXMt0RyxrjEdJQ==$,Not Voted,$chacha20_poly1305_aead$eClBrcSGGcIQShXq$ZUNsQnJjU0dHY0lRU2hYcQ==$82tcIjiqWg==$iMYWYwhrExnbpTZ/73n12w==$
77: 25157-91109-11378-60149,Not Voted,For
$chacha20_poly1305_aead$Xc4IKUjbdROXXwT6$WGM0SUtVamJkUk9YWHdUNg==$6ZUYsuuFa70yTPYdbMoWulpBHYTJaUdd/ZtE$T47DS4SkrorvrEeI/zkdNg==$,Not Voted,$chacha20_poly1305_aead$WUkq4n1wXGeDvZxa$V1VrcTRuMXdYR2VEdlp4YQ==$wP+l1kPMsw==$Ls0KpCiTn5uvVoOjeD43Gg==$
$chacha20_poly1305_aead$50OtGr1CqWfcYj6Y$NTBPdEdyMUNxV2ZjWWo2WQ==$xWoU8jsSkUv4TCQQwU9w33kpwZLNwVkVxwa+$OKMtsme9KnUGqvyUkXh8nA==$,Not Voted,$chacha20_poly1305_aead$OHyYrYAcj9ISmF/e$T0h5WXJZQWNqOUlTbUYvZQ==$L6DwGLvyYA==$6qtkH4F2eDZa1rhW3P67QA==$
93: 95925-97635-90560-66756,Not Voted,For
$chacha20_poly1305_aead$EdcOLyhcusBIV/yC$RWRjT0x5aGN1c0JJVi95Qw==$VnSI9fdUXax5Y4CR6HREUHeXBKOth/CuJOO2$oimxwMQGnW33AhaNXfzMTA==$,Not Voted,$chacha20_poly1305_aead$1zNxQvlQnJpj4pMF$MXpOeFF2bFFuSnBqNHBNRg==$Uh715DHE8Q==$3g/Q4yvLYdBd27mL50wslg==$
$chacha20_poly1305_aead$sv6JhBE4ohv/eg4b$c3Y2SmhCRTRvaHYvZWc0Yg==$rBuL5DlqAuYM3bb2DgudM81oMJHw5FIEUe8P$2d8JDtq6UU/s8/94A5TxYw==$,Not Voted,$chacha20_poly1305_aead$7uPCkzBT+MuLWICb$N3VQQ2t6QlQrTXVMV0lDYg==$dztbCfTE8Q==$kpgf5s6ORrP73XZGmVOKvg==$
$chacha20_poly1305_aead$gsTnwRD3FTgA0fI0$Z3NUbndSRDNGVGdBMGZJMA==$tTZUcGXvQKQvAJT7q8QHEkEc8UmD+jnUOWnH$490lbGqiD/E20PFmFoW2sA==$,Not Voted,$chacha20_poly1305_aead$sKrSyLm0tN4B/cKv$c0tyU3lMbTB0TjRCL2NLdg==$+WfJxuqdTw==$tsKpqZBZccpUK1OWr9aIIg==$
$chacha20_poly1305_aead$lztWAiZyoqOJfZ+R$bHp0V0FpWnlvcU9KZlorUg==$E9j2osMeY0YBnNLxahtz0W4Sd6qlrV4GFNbf$NTFGasdRSEIoOf0GHZas1g==$,Not Voted,$chacha20_poly1305_aead$arYo1pCvmOqv+/RS$YXJZbzFwQ3ZtT3F2Ky9SUw==$lkfWYv+R6g==$UZcmg/JYyO0AffMYCbedRQ==$
$chacha20_poly1305_aead$xhqs+qLK1mhr7bIc$eGhxcytxTEsxbWhyN2JJYw==$CGqyRNIu0gidQF/W/pCY6P+AFa4IVml7F1SK$BLo2ywVjddWLBHcRwUSM9g==$,Not Voted,$chacha20_poly1305_aead$4/GAT7iXuKdqEm9m$NC9HQVQ3aVh1S2RxRW05bQ==$6Ik2Swwx2w==$A3RyQqHuc3WxhJm0Px+xdg==$
$chacha20_poly1305_aead$KUexiTxVST/nVyzw$S1VleGlUeFZTVC9uVnl6dw==$0J2n7jLIRSSxqrh8bqKSqTA67QaPsqGbsY3/$XKswEGKmKfqo07JO88AWqw==$,Not Voted,$chacha20_poly1305_aead$FHZnhtmSqo11NkYx$Rkhabmh0bVNxbzExTmtZeA==$jdX45jFFfw==$Iq441zTN9RwD2bNjPnj/Jg==$
$chacha20_poly1305_aead$sl+wRCL9+3TdIp0u$c2wrd1JDTDkrM1RkSXAwdQ==$SPfAthCT7SOZjJ3ZizIKUlo0irwrv2PO/iCg$Xuhu4/hSPk3Xo8DFu28l4A==$,Not Voted,$chacha20_poly1305_aead$XXXNbJXWfyRV2h+r$WFhYTmJKWFdmeVJWMmgrcg==$OGvE4cbz7Q==$+f86nCrpH9XbpsA8ZhrdOA==$
$chacha20_poly1305_aead$bRSQhC2EPTZ45Mnk$YlJTUWhDMkVQVFo0NU1uaw==$3G1gS5nstWuAvQlrJLbRDH1U4z5YO8wWujDI$Bk6y+svKQUvGJeeZN7EMrw==$,Not Voted,$chacha20_poly1305_aead$H2Qnli41i9UMR5l+$SDJRbmxpNDFpOVVNUjVsKw==$+8Bhn3vs6g==$Fkt+8TuJdxYDQ3dSNT6ukw==$
69: 23258-76403-00271-71372,Not Voted,For
$chacha20_poly1305_aead$Wqk4tDCUV2WfejKO$V3FrNHREQ1VWMldmZWpLTw==$tmEmrJLaQx3hJIK/F9pQnaDYGXj0U71uKY4v$RBfAHR30u3lZP+HuIeBaHA==$,Not Voted,$chacha20_poly1305_aead$vHsFpwJMu70pGktk$dkhzRnB3Sk11NzBwR2t0aw==$sdK6WhPR7g==$lNp9rXYnmlRe1XT78cnaIA==$
43: 11008-02026-78429-20828,Not Voted,For
$chacha20_poly1305_aead$DLNoRRzwyeo4iNt5$RExOb1JSend5ZW80aU50NQ==$O6Wh3Z5cFBJ7shBhSbGFEFjjDBwn25QN6S9F$8mjHQYCahDCWbr6JCekRIg==$,Not Voted,$chacha20_poly1305_aead$7ULtzcmDzhK2+7G3$N1VMdHpjbUR6aEsyKzdHMw==$RlN2YAz/ng==$U3KqJbskF6sH/IIbYgHnQA==$
$chacha20_poly1305_aead$NBaaDOzwPJzvtWa0$TkJhYURPendQSnp2dFdhMA==$Ikjkc54K0axS8afR/cftq+PYC1HV/0JjpFYj$UVjF+3POiQY5z3S6hBXgAw==$,Voted,$chacha20_poly1305_aead$MUexxh/Qfq+6sOoJ$TVVleHhoL1FmcSs2c09vSg==$rcjlFNMs2Q==$mJTgLXHAzggfMPNdJQZl1g==$
$chacha20_poly1305_aead$ozT5X7sREehmBM1f$b3pUNVg3c1JFZWhtQk0xZg==$Vz8NvEGUoA5lX30xcMVoBG7N68RHiMG2UXUN$/88EGAVQWvXbxI0NXehsXQ==$,Not Voted,$chacha20_poly1305_aead$9aa6Z0DnDhobV1Q6$OWFhNlowRG5EaG9iVjFRNg==$nM3kflI9xQ==$V04rV5gYcXywvgqZFZWO1w==$
$chacha20_poly1305_aead$7ASUZWsd4qe2/CY4$N0FTVVpXc2Q0cWUyL0NZNA==$uD50y/xkpNIY/iXL7XvIPwv6HN5TBwonfg6j$iDkjp3AuQrtQv1kG8gU2kA==$,Not Voted,$chacha20_poly1305_aead$+31UYIBMLDp95PFI$KzMxVVlJQk1MRHA5NVBGSQ==$24Iil+nYjQ==$y8SKb0Y1UJdVNdbsQfXhLw==$
$chacha20_poly1305_aead$rq3psWTqU0m4IwHS$cnEzcHNXVHFVMG00SXdIUw==$DHEiml40SOiiBEtBJGbeertRbD8ujMa7C+zr$Ep6589zj07qprMvK4IYAiQ==$,Not Voted,$chacha20_poly1305_aead$/zNMMG1vLiTJtLYZ$L3pOTU1HMXZMaVRKdExZWg==$v4uau7R/AQ==$Rqyc96DG0i4ASjfDCzxHOg==$
77: 15879-23528-18920-95277,Not Voted,Against
$chacha20_poly1305_aead$GaM6iDNjVnhrat6w$R2FNNmlETmpWbmhyYXQ2dw==$INsGJDlequXmZ/y6aw0RWNYKrCJVz7dUBXTx$NWnodjg4cqUVWGNi5ws+Ow==$,Not Voted,$chacha20_poly1305_aead$v6ttAGAKonNIbOTL$djZ0dEFHQUtvbk5JYk9UTA==$B/uqKIgNkw==$M6f6VQM101mmscLQr6gYFw==$
$chacha20_poly1305_aead$X6R9aTs/gLLIeTD5$WDZSOWFUcy9nTExJZVRENQ==$cnydiBsIJ6AIIZSO5PPKeV/Eg0qGot6QLorP$Gbr5u6hbFvisTiaDcKT2WA==$,Not Voted,$chacha20_poly1305_aead$OcNZbuFA9rjp9enu$T2NOWmJ1RkE5cmpwOWVudQ==$GTnUAZUMaw==$8WEBTbGKyDhQ3pRXr/6A8Q==$
$chacha20_poly1305_aead$BP4WKcdhCrbML8QW$QlA0V0tjZGhDcmJNTDhRVw==$K6fIGAwcKzVTy188zu/rngGgKZJUvJy3zrZx$Raow+djhqFlwG1vUSUHCfA==$,Not Voted,$chacha20_poly1305_aead$wZ/sTSWW34M9Opda$d1ovc1RTV1czNE05T3BkYQ==$xJMSyT5ORw==$GmRfqjjrEhMKFU27hcK/yA==$
$chacha20_poly1305_aead$HcfvAPdZhQu8XFzj$SGNmdkFQZFpoUXU4WEZ6ag==$zBTtt/O0khQKDKWGNlpUF2Cw3+kpxHUM427N$sWbaMQqYBwNlqq2qCYkcFg==$,Not Voted,$chacha20_poly1305_aead$ExXlbP6lVDnZKihr$RXhYbGJQNmxWRG5aS2locg==$5wX4Jhn55A==$gBOxsoORGRw17DjCtLn5xg==$
$chacha20_poly1305_aead$IUenY3LKjy8eKL56$SVVlblkzTEtqeThlS0w1Ng==$/sbQipPPeiOsM2CB+Ir4yN5e9ZOQtvSH0JMX$aulf2FZZIIVPv83BvTaXNA==$,Not Voted,$chacha20_poly1305_aead$LAtg3PiI95SrFlfB$TEF0ZzNQaUk5NVNyRmxmQg==$9XAq+MpXdg==$5CC9U5Vnhto+IjuktI1faw==$
$chacha20_poly1305_aead$fBiAvz6N8vNlUVdh$ZkJpQXZ6Nk44dk5sVVZkaA==$V3IIaQWppwHL+N2C9qn3VlwHRpkvZrhP9xre$E5nI480tWe1+f7TOcRBjaQ==$,Not Voted,$chacha20_poly1305_aead$ZZlIIwOYLMbzUJC7$WlpsSUl3T1lMTWJ6VUpDNw==$kQbOMz05pw==$O5XNJf6Wp4/VvkaB+IaWxg==$
69: 10360-06059-31510-93152,Not Voted,Against
$chacha20_poly1305_aead$bqAP9i6zSCF82Efd$YnFBUDlpNnpTQ0Y4MkVmZA==$kDHt9rwxxI6aKKCkfogaWgL3VIa2/5UGc9za$YDyjroktpdvc4RBfTQtZhA==$,Not Voted,$chacha20_poly1305_aead$gpPSglmmjT9GKAUO$Z3BQU2dsbW1qVDlHS0FVTw==$3O+KV7Db2A==$gE+x7rvVUO2sxM6RnIqh1g==$
$chacha20_poly1305_aead$vrBii8pd0IZo/kQA$dnJCaWk4cGQwSVpvL2tRQQ==$et4Nva8e6U6SZhXCOcMfLuEk/TFL7GevBCh1$7SLJFMMjFdga5Qu6S+GvpQ==$,Not Voted,$chacha20_poly1305_aead$DoAVTuot5drRPfml$RG9BVlR1b3Q1ZHJSUGZtbA==$r0Lv5CkRiQ==$9v4TWslW9zlDXairLy89YA==$
$chacha20_poly1305_aead$Lg+Q6P82MIeTt2gF$TGcrUTZQODJNSWVUdDJnRg==$WMDPXA2/AdDraYwugx/yrn7HR19PfK29XlkX$S9cuLDnWPvbrV6CJZO1U5Q==$,Not Voted,$chacha20_poly1305_aead$G8CLHsKu7Qavn0jX$RzhDTEhzS3U3UWF2bjBqWA==$cTXJoShUoA==$ylm5FBhjjiiyXUYYYrxo9A==$
$chacha20_poly1305_aead$hi6kmfgaz04t1pPk$aGk2a21mZ2F6MDR0MXBQaw==$X8AFz5ioGVmYU7cAtw6c8AfoBKnmAlMb7mgx$RXYBC54KH48b0dfugexohg==$,Not Voted,$chacha20_poly1305_aead$C+brc3Bak33ytNf4$QyticmMzQmFrMzN5dE5mNA==$sauRxizpWQ==$zXaL1DoCohyXmSeHvWyQ9w==$
$chacha20_poly1305_aead$qy2tHjNwnPC4F4Ki$cXkydEhqTnduUEM0RjRLaQ==$mbOVsxPWRIXcD44aZsfJKtU+IN6nYAHPYNqh$CR2kUW0bc8gazNrVfV2Nww==$,Not Voted,$chacha20_poly1305_aead$xR61yVZ3gxB6rjET$eFI2MXlWWjNneEI2cmpFVA==$je8SOS63+A==$cR2/dxlYWB8ccd8Cvw8ZCQ==$
$chacha20_poly1305_aead$p4K0YA1Kukq57ADo$cDRLMFlBMUt1a3E1N0FEbw==$TTDT93vhT/XqRQBZN9pKYtAOEAdhwmkl+mE/$Jq+3LJgg+tb5dunSrPrwQQ==$,Not Voted,$chacha20_poly1305_aead$YGBtJKtA2Xn65R/Z$WUdCdEpLdEEyWG42NVIvWg==$YiXl6qt1Tw==$GUoW8jkKCvrfHFAN+BtovA==$
$chacha20_poly1305_aead$Ju6n74OQ/zA13AHp$SnU2bjc0T1EvekExM0FIcA==$PWhHwmmjJYyd/VETWU+gDd3Yl63dKOpRaw/C$K9VnHoBnbXD21kdull4T2A==$,Not Voted,$chacha20_poly1305_aead$tNQFxdbqC7+uitmR$dE5RRnhkYnFDNyt1aXRtUg==$8AszH8kaqw==$rInbEAaJJmJdr7sQvpFuQw==$
$chacha20_poly1305_aead$L5rhyEXyb4P72CkV$TDVyaHlFWHliNFA3MkNrVg==$sAm+8sWFJno9w/dh2hlVdtSifYGUt8dFDvZr$k5GmFD7XEY4MBH1cmOBzag==$,Not Voted,$chacha20_poly1305_aead$+USy6lZe/jlBP5gd$K1VTeTZsWmUvamxCUDVnZA==$6J/gTwttOA==$sFKW7QIayQ2IwVsZQv9nKw==$
$chacha20_poly1305_aead$jjNLq9lDqQE3oxlD$ampOTHE5bERxUUUzb3hsRA==$Zt3kiRSXBagSQ9ckAHQG4Hoz4+mPypFc4Xfl$orJCwCgUtPsE+lJhu1p+3Q==$,Not Voted,$chacha20_poly1305_aead$Vx9lfXnZwlBAY7SZ$Vng5bGZYblp3bEJBWTdTWg==$crBUNMPyyg==$6Lt3dC1FNlGIbXG4qHev7w==$
$chacha20_poly1305_aead$daBAlgMJFlQc8pKB$ZGFCQWxnTUpGbFFjOHBLQg==$2AhgL80VlIBLts++VF8uWgya4YZAGMA5K7Oe$hCslBUDGUHYzzk83eBV5bA==$,Not Voted,$chacha20_poly1305_aead$vHhGJfA2iNT10Ll4$dkhoR0pmQTJpTlQxMExsNA==$m3mXzWPZ5Q==$tiwK1z/eGRnkgsc8CdSm/Q==$
$chacha20_poly1305_aead$C4ab+najlyb9BhYo$QzRhYituYWpseWI5QmhZbw==$pbFWGZGvbTdw3iNKGyfk/HKb/83RAlL/sIYS$aR26ak2gdM/g2dLJyfhXkA==$,Not Voted,$chacha20_poly1305_aead$mACdCuhDwiIGDCkJ$bUFDZEN1aER3aUlHRENrSg==$n3l9XcZbTw==$hI+N7ZMm0pgsPKFWxqNY8w==$
$chacha20_poly1305_aead$M0GIGykvgzvArSkx$TTBHSUd5a3ZnenZBclNreA==$KR+nwldHrxdIFtT9cf6Nkl9/+EvvQAxit45/$tCPap47ohKbr9EaMT7BJXg==$,Voted,$chacha20_poly1305_aead$0MGxbckbrPtLe2Kv$ME1HeGJja2JyUHRMZTJLdg==$1qqeYp+IeQ==$vVkFIYDeie99olbywwSZVw==$
$chacha20_poly1305_aead$NzpZbmxqpliS7TEX$TnpwWmJteHFwbGlTN1RFWA==$7WlVQeJ9a5hz9+F99BvxbD0NL27PlWKX9wfm$xzpkhoJ5nMqQn1UBJ8bvmg==$,Not Voted,$chacha20_poly1305_aead$QI80OpftLp77AzYN$UUk4ME9wZnRMcDc3QXpZTg==$sCchDjlqrw==$O4IUINbG2a+hR41zlNXswQ==$
$chacha20_poly1305_aead$ksl0Qzqxp3gSBpu2$a3NsMFF6cXhwM2dTQnB1Mg==$IS9lZ6Kzh7EIQd5F6VwTN0OE/1rMR/+FZxtM$PI2LNr78HZ67P+XBewlppg==$,Not Voted,$chacha20_poly1305_aead$MHBE+udJGTARUVnk$TUhCRSt1ZEpHVEFSVVZuaw==$ermKHo3NRA==$B3AQfbWRIp1jRjrClZEtDw==$
$chacha20_poly1305_aead$YQnMIWt61rbUof9m$WVFuTUlXdDYxcmJVb2Y5bQ==$RHeLkE3WnQbU6mvP+/BXqdt9v8M+BaA7cDJf$zH1UtM60s9QYE+IvEDoNxA==$,Not Voted,$chacha20_poly1305_aead$tW+h4d0KeyLYA5mG$dFcraDRkMEtleUxZQTVtRw==$vKuKlOzLDg==$d6xZpGo6bkmGqKUfzzQ5hQ==$
$chacha20_poly1305_aead$n/674A6VYBIMKFD9$bi82NzRBNlZZQklNS0ZEOQ==$yzlQMMN5yG5S7OZ3ln8XE+YWV8ld79k+uToE$m0KJ/Ax/otk8rWcap6oIxA==$,Not Voted,$chacha20_poly1305_aead$QAjdkPCMwW0E1GZn$UUFqZGtQQ013VzBFMUdabg==$0akI3DSGXg==$rUo82n/yJyDRUx5GyLqpBA==$
$chacha20_poly1305_aead$eaKZOd+ZPqFoStDK$ZWFLWk9kK1pQcUZvU3RESw==$SmkHomYqcCQJzWZruwvby708N4O1HNkJEBX7$SDG1A0s3fqdN7M2Q8NSiDA==$,Not Voted,$chacha20_poly1305_aead$un0t+C76tybVYB9M$dW4wdCtDNzZ0eWJWWUI5TQ==$IJXzsLq76g==$+R8lDuiyV2DRds0Sp1byzA==$
$chacha20_poly1305_aead$ed87gM0C8N5uhJF5$ZWQ4N2dNMEM4TjV1aEpGNQ==$suPAMyzT4wbGqe7I4CtCAmxyha7JWVvJiKYu$qNtWWjnAjsEumZo1vFrLiQ==$,Not Voted,$chacha20_poly1305_aead$t/Pnzu0WGAym1qQ6$dC9Qbnp1MFdHQXltMXFRNg==$GM2zTdDaTQ==$x/sR+AOiDBqjR1CNCHFB7g==$
$chacha20_poly1305_aead$NAUCMr83jwbhEwc5$TkFVQ01yODNqd2JoRXdjNQ==$ry93rknB6KrqPa/Zn60uzJtDV7BO1yisvwqM$TURXnNJMdQIY82H9xR0sYQ==$,Not Voted,$chacha20_poly1305_aead$XbAXWpuWPNWCCXCW$WGJBWFdwdVdQTldDQ1hDVw==$sq4xHULuKw==$ExoNPPdqOj51WQc/17qLIg==$
$chacha20_poly1305_aead$UjR4R37ikLm29fEk$VWpSNFIzN2lrTG0yOWZFaw==$rjfYw2jHDGS3iJ6+++CUSnTtbMqYzE8ujpF5$AXAarh1BRwubjhb/H9a2Ng==$,Not Voted,$chacha20_poly1305_aead$Zgwd0sXtZumAbsHp$Wmd3ZDBzWHRadW1BYnNIcA==$SpKtfX5Z4w==$/IKq9Pq2VR2wKTTOqpqmdw==$
$chacha20_poly1305_aead$sslsrQZfZX6SmKza$c3Nsc3JRWmZaWDZTbUt6YQ==$jMKwgK24vCFhaaNmqMLPTBH119f99O5wfpuv$qirgU7c9uh9hk5djjB/ELA==$,Not Voted,$chacha20_poly1305_aead$zpKv5Ekx7NhbSvZ3$enBLdjVFa3g3TmhiU3ZaMw==$TEG2cV4G5w==$tnT+CMIN0BJK8p6NQUFo4Q==$
$chacha20_poly1305_aead$x1TyUQSInJHcT/XR$eDFUeVVRU0luSkhjVC9YUg==$szM6aQkRN8UWIxMV9Xq5lCSxIfJDeNzoYCHk$UIDh84i1R1AtMgU+mSXopw==$,Voted,$chacha20_poly1305_aead$8K3Zsmj3bHkPcOih$OEszWnNtajNiSGtQY09paA==$+WFsJ7XXEg==$J7eIAv5VGeyaiAJKxj5tUA==$
$chacha20_poly1305_aead$EcOUjKTbMDcPNGpH$RWNPVWpLVGJNRGNQTkdwSA==$HhFtJC8CuL+OAi+V2GpGoZsD9CRgUu7FvQwn$kTbwGEiHRwWQgve6CIYbtg==$,Not Voted,$chacha20_poly1305_aead$ASOfbIqApLdmTB7b$QVNPZmJJcUFwTGRtVEI3Yg==$SxDzdIfu9g==$oUy1kOlrVygOqTeO5fNkmg==$
$chacha20_poly1305_aead$lG69P71j1NXNgVdL$bEc2OVA3MWoxTlhOZ1ZkTA==$EoX85vTLgb0VQuNRGlN5ZCAT1JVVKY1QHf5B$fRtqgU+6eIDN2JFoaNM2Eg==$,Not Voted,$chacha20_poly1305_aead$s+4X5R6hgry4ADze$cys0WDVSNmhncnk0QUR6ZQ==$9UqGIxqk5w==$kKNSffbtStXLGMdIP6VkSg==$
$chacha20_poly1305_aead$uVzJyVTxFr8Qglqg$dVZ6SnlWVHhGcjhRZ2xxZw==$UXXwd7aV4WH+p/F5pWsaJt5iZQGgal32B95b$/ld9k6xLx+k54jaGgMvs1w==$,Not Voted,$chacha20_poly1305_aead$xlooSC8rm3GQ6S37$eGxvb1NDOHJtM0dRNlMzNw==$OdmDUn0nfA==$7qt5ZeBWKXLXOi9QWtDQgw==$
58: 60699-55226-68826-18812,Not Voted,For
$chacha20_poly1305_aead$RBDM72BMZ1CM3Vxw$UkJETTcyQk1aMUNNM1Z4dw==$3KtKdyxbQL9wELliw89ylincPH6+sw8HOQ7R$0wb312SJm308Rax9Lxvj3A==$,Not Voted,$chacha20_poly1305_aead$0I3wxD84Z4Q+y4c7$MEkzd3hEODRaNFEreTRjNw==$PxzweUeaBg==$bxP0IQ4sQLYuIsJt84tGgg==$
$chacha20_poly1305_aead$ixw21oQS2ca4BXuc$aXh3MjFvUVMyY2E0Qlh1Yw==$FNwy8Lw4zucr3MXI7G2BeuqC2vcO+BUoIHqn$4kP/hHWoqgu+j9jqoHXUXA==$,Not Voted,$chacha20_poly1305_aead$7pJYSrAvaTd5573M$N3BKWVNyQXZhVGQ1NTczTQ==$gMcv1d8uHg==$VNWqZ/VT1MCfm32HeZfgpA==$
$chacha20_poly1305_aead$/TV5BNnh2ZkxqvHO$L1RWNUJObmgyWmt4cXZITw==$GgGoSWmDaJHIwoLW5dGH6SN6TnwO1esJi8Ah$KABTvDww9iPlngQ53v2sOQ==$,Not Voted,$chacha20_poly1305_aead$aafNZ/xtuzKTB/fp$YWFmTloveHR1ektUQi9mcA==$0WWxCOsE9w==$PYfXWiHpfTbdFCRHsJnpKQ==$
$chacha20_poly1305_aead$6fTFyU83awVuF2UK$NmZURnlVODNhd1Z1RjJVSw==$cVoB91b5jCxiJYyk1wRZwv+8GTg9rQV9r8Im$h3ZFUqzMc3Dp2YV1u0REPw==$,Not Voted,$chacha20_poly1305_aead$5LgVrh1O8DArFHpm$NUxnVnJoMU84REFyRkhwbQ==$5xgVOXweyg==$55tqMdT/YaVwOpwX2VNscQ==$
$chacha20_poly1305_aead$6dgww6418Lj1/pA1$NmRnd3c2NDE4TGoxL3BBMQ==$qpBlVlJ73kGFyS+9h4smfIty1a5iFaKCdx9F$erq3+/CTpQuHVzDbTswggQ==$,Not Voted,$chacha20_poly1305_aead$lmj6B2HnASRRTQZa$bG1qNkIySG5BU1JSVFFaYQ==$pQc+pFgbDg==$v8cY5QpXs33lU1FMVWl9uA==$
$chacha20_poly1305_aead$y33CYUIYMKHfe3kV$eTMzQ1lVSVlNS0hmZTNrVg==$6dyrPd/rmtrUlKDythzSdv/vUpvJOUQ5SwPJ$nK0YzqLzO/zOxpFCgD/imA==$,Not Voted,$chacha20_poly1305_aead$FX1oGn+UqO0hmNSC$Rlgxb0duK1VxTzBobU5TQw==$/Oy6ADqudA==$m+oIc1C00aDDWgDG5u1few==$
$chacha20_poly1305_aead$LLe+zrEpZsNtLWZS$TExlK3pyRXBac050TFdaUw==$WUregM2mUPjzE/0TpA9KLh0bWDOYI8AAjeni$PR/5yAZpst6vCjFkzze2ug==$,Not Voted,$chacha20_poly1305_aead$v3V5YM0jlvK6qADI$djNWNVlNMGpsdks2cUFESQ==$jIS3z5KxIA==$iZNjsWrnoEB1LK4PiRLlnA==$
